,recipeName,recipeLink,name,calories,fat,protein,carb,imgURL,click_count,image
85,One-Pot-Curried-Coconut-Chicken-2234517,recipe/One-Pot-Curried-Coconut-Chicken-2234517,One-Pot Curried Coconut Chicken,350,24.0,26.0,11.0,https://lh3.googleusercontent.com/FfxtO0Qqm_VGdm1AXnSZZG8KOtnO5QrplYlmr8PLamMRh0RiWRrV21V8sKBGGSCNvP2-QbwgV25fLfkrHjAzAw,15908,https://lh3.googleusercontent.com/FfxtO0Qqm_VGdm1AXnSZZG8KOtnO5QrplYlmr8PLamMRh0RiWRrV21V8sKBGGSCNvP2-QbwgV25fLfkrHjAzAw=s640-c-rw-v1-e365
89,Chicken-Marsala-2237722,recipe/Chicken-Marsala-2237722,Chicken Marsala,340,17.0,9.0,12.0,https://lh3.googleusercontent.com/QPVCgNHuRnjg91NSqudrdEiKWhDjBO9GjK3JbtR45jhFiawUPJhklyPomHsbDK0c0qVDoRL5wGTvCuhS1OGbtQ,6961,https://lh3.googleusercontent.com/QPVCgNHuRnjg91NSqudrdEiKWhDjBO9GjK3JbtR45jhFiawUPJhklyPomHsbDK0c0qVDoRL5wGTvCuhS1OGbtQ=s640-c-rw-v1-e365
90,Guacamole-Chicken-Salad-_Paleo_-Whole30_-Keto_-2670048,recipe/Guacamole-Chicken-Salad-_Paleo_-Whole30_-Keto_-2670048,"Guacamole Chicken Salad {Paleo, Whole30, Keto}",300,19.0,26.0,12.0,https://lh3.googleusercontent.com/Zhp6MkYKuYX1pZv2YXmm2s0iqowH-2yQHKeZBcGEDrYTPRikfwVF13hWjXKa918Fc6iSPJJSyMNIgDZGbKVdvw,33833,https://lh3.googleusercontent.com/Zhp6MkYKuYX1pZv2YXmm2s0iqowH-2yQHKeZBcGEDrYTPRikfwVF13hWjXKa918Fc6iSPJJSyMNIgDZGbKVdvw=s640-c-rw-v1-e365
93,Easy-Homemade-Cheese-Sauce-2702876,recipe/Easy-Homemade-Cheese-Sauce-2702876,Easy Homemade Cheese Sauce,310,22.0,16.0,12.0,https://lh3.googleusercontent.com/LcJrF2yV1-iD4tQs8ABlIhmtoNu3e4bqymwjM5IaE4j-E4XqHtOQCg4Sxcz5MtI0KlFOlfFNFS81ZTFkVuWqYh4,580,https://lh3.googleusercontent.com/LcJrF2yV1-iD4tQs8ABlIhmtoNu3e4bqymwjM5IaE4j-E4XqHtOQCg4Sxcz5MtI0KlFOlfFNFS81ZTFkVuWqYh4=s640-c-rw-v1-e365
94,Coq-Au-Vin_-the-Ultimate-One-Pot-Dinner-2124700,recipe/Coq-Au-Vin_-the-Ultimate-One-Pot-Dinner-2124700,"Coq Au Vin, the Ultimate One Pot Dinner",240,13.0,12.0,12.0,https://lh3.googleusercontent.com/8KdHv0q27GvioRtig4PULK3J2Awy0vmj_VrNK6JQCWVaegjPfIYFpydrn-vOLAU1rlJbQKRcqLeMyjpxgrazc7Y,6377,https://lh3.googleusercontent.com/8KdHv0q27GvioRtig4PULK3J2Awy0vmj_VrNK6JQCWVaegjPfIYFpydrn-vOLAU1rlJbQKRcqLeMyjpxgrazc7Y=s640-c-rw-v1-e365
99,Easy-Korean-Sticky-Chicken-9101934,recipe/Easy-Korean-Sticky-Chicken-9101934,Easy Korean Sticky Chicken,370,19.0,35.0,12.0,https://lh3.googleusercontent.com/T5Xyezyxo6HbrkSXLLCeDuC_2YUtT1E7wNJCV1xXElIB0vZ3Pt9GrQR2r8UKh37xNFWY-U7SyT7tGkoDJPDJ2Q,29092,https://lh3.googleusercontent.com/T5Xyezyxo6HbrkSXLLCeDuC_2YUtT1E7wNJCV1xXElIB0vZ3Pt9GrQR2r8UKh37xNFWY-U7SyT7tGkoDJPDJ2Q=s640-c-rw-v1-e365
111,Spicy-Sriracha-Honey-Candied-Bacon-9029440,recipe/Spicy-Sriracha-Honey-Candied-Bacon-9029440,Spicy Sriracha-Honey Candied Bacon,310,26.0,7.0,13.0,https://lh3.googleusercontent.com/u2JMIPU3Av5r5rgDc5mQV08Gu5F_v-V7cZNkVj1kXzBuODaFRLg6nX9aqeg2cfVb_Ft3V7TIAQR0jNBsQDE2,561,https://lh3.googleusercontent.com/u2JMIPU3Av5r5rgDc5mQV08Gu5F_v-V7cZNkVj1kXzBuODaFRLg6nX9aqeg2cfVb_Ft3V7TIAQR0jNBsQDE2=s640-c-rw-v1-e365
112,Chinese-Garlic-Green-Beans-9042713,recipe/Chinese-Garlic-Green-Beans-9042713,Chinese Garlic Green Beans,310,29.0,4.0,13.0,https://lh3.googleusercontent.com/v_aYkC3eI5aTORqrAIWFKFDq35PtM-rNg47Jv9_UKqM34XIZvq1mQ_rME-wbFdwkSFV1Hs8CIeifE_SqlAo7,11009,https://lh3.googleusercontent.com/v_aYkC3eI5aTORqrAIWFKFDq35PtM-rNg47Jv9_UKqM34XIZvq1mQ_rME-wbFdwkSFV1Hs8CIeifE_SqlAo7=s640-c-rw-v1-e365
116,Sweet-and-Spicy-Pecans-9088908,recipe/Sweet-and-Spicy-Pecans-9088908,Sweet and Spicy Pecans,230,20.0,3.0,13.0,https://lh3.googleusercontent.com/avdgrjovc-yDLrK7xQMlXByrlUCG6bcDQy00VrBYPUwzFdOIq90H7j4T_gZN93TxazIhkx-xMqPyMhXNa8k3Cg,1556,https://lh3.googleusercontent.com/avdgrjovc-yDLrK7xQMlXByrlUCG6bcDQy00VrBYPUwzFdOIq90H7j4T_gZN93TxazIhkx-xMqPyMhXNa8k3Cg=s640-c-rw-v1-e365
117,Easy-Better-Than-Takeout-Shrimp-Fried-Rice-2557347,recipe/Easy-Better-Than-Takeout-Shrimp-Fried-Rice-2557347,Easy Better-Than-Takeout Shrimp Fried Rice,350,20.0,31.0,13.0,https://lh3.googleusercontent.com/zn_ZVKlp_vVeURck46jdoz7GsFtlq5XcTO5fhs-a9hZ28faoZB1KyFulY37m5gryPLOGvDAzfFwg28FdJIbN,17357,https://lh3.googleusercontent.com/zn_ZVKlp_vVeURck46jdoz7GsFtlq5XcTO5fhs-a9hZ28faoZB1KyFulY37m5gryPLOGvDAzfFwg28FdJIbN=s640-c-rw-v1-e365
119,Fluffy-Almond-Flour-Pancakes-9115868,recipe/Fluffy-Almond-Flour-Pancakes-9115868,Fluffy Almond Flour Pancakes,400,33.0,18.0,13.0,https://lh3.googleusercontent.com/jkaJAYBhhKyJDSKiltsFXsEi4amCs900aD0eIBgV2DLZNDYSqK8MHwiwy54DydrUV9hRRrYkT9QbNaAgrzjJ,1273,https://lh3.googleusercontent.com/jkaJAYBhhKyJDSKiltsFXsEi4amCs900aD0eIBgV2DLZNDYSqK8MHwiwy54DydrUV9hRRrYkT9QbNaAgrzjJ=s640-c-rw-v1-e365
131,Easy-Lazy-Day-Lasagna-2533682,recipe/Easy-Lazy-Day-Lasagna-2533682,Easy Lazy Day Lasagna,370,22.0,29.0,14.0,https://lh3.googleusercontent.com/utsHA5sDL8ZhUKhltEOLuFDhPmuNB-itLRu6ASjVW5BPpcr3KoT5-tuKd1GFsGL_LrK6iHelFvAhLicPPUaYbQ,98387,https://lh3.googleusercontent.com/utsHA5sDL8ZhUKhltEOLuFDhPmuNB-itLRu6ASjVW5BPpcr3KoT5-tuKd1GFsGL_LrK6iHelFvAhLicPPUaYbQ=s640-c-rw-v1-e365
143,Roasted-Garlic-Parmesan-Cauliflower-9024325,recipe/Roasted-Garlic-Parmesan-Cauliflower-9024325,Roasted Garlic Parmesan Cauliflower,330,27.0,7.0,15.0,https://lh3.googleusercontent.com/WpYgMLHS7MfHGl9t8sCFFr-h9ChnCRW1GWvjs_mzTouiS_NUyIMlBybUeUb8B9WPHAvlFOSbMaFDCTv6t7o5,68705,https://lh3.googleusercontent.com/WpYgMLHS7MfHGl9t8sCFFr-h9ChnCRW1GWvjs_mzTouiS_NUyIMlBybUeUb8B9WPHAvlFOSbMaFDCTv6t7o5=s640-c-rw-v1-e365
144,Instant-Pot-Asian-Inspired-Pork-Shoulder-2617199,recipe/Instant-Pot-Asian-Inspired-Pork-Shoulder-2617199,Instant Pot Asian-Inspired Pork Shoulder,300,12.0,32.0,15.0,https://lh3.googleusercontent.com/5MhUzNl3YyhIK3--SIs6nq-llEW8DacZwHbsL8kuiS4XbDXaSn1ezqaC1PE7ZqFv9SO7-PIg-ONyxQPf03mj3g,6994,https://lh3.googleusercontent.com/5MhUzNl3YyhIK3--SIs6nq-llEW8DacZwHbsL8kuiS4XbDXaSn1ezqaC1PE7ZqFv9SO7-PIg-ONyxQPf03mj3g=s640-c-rw-v1-e365
145,Chicken-Parmesan-Baked-Ziti-2238590,recipe/Chicken-Parmesan-Baked-Ziti-2238590,Chicken Parmesan Baked Ziti,280,15.0,20.0,15.0,https://lh3.googleusercontent.com/POmTDG-66xBzykozl6ymkUqO-K2V8ccB5r-ymVHlBj-IJzr-NvgRiLz8EWkqYahHgYAgpmuNlUSisjt8nF1G85U,90906,https://lh3.googleusercontent.com/POmTDG-66xBzykozl6ymkUqO-K2V8ccB5r-ymVHlBj-IJzr-NvgRiLz8EWkqYahHgYAgpmuNlUSisjt8nF1G85U=s640-c-rw-v1-e365
146,Cauliflower-Breadsticks-2439088,recipe/Cauliflower-Breadsticks-2439088,Cauliflower Breadsticks,270,17.0,16.0,15.0,https://lh3.googleusercontent.com/LE51UAkwMA7gOQavlzLPonHMpZuLOOntiW1Ee7yfKXFEaBoT-q-SHxaSqEJk5jPAZ7H73ma5tlMISYcQ2DboiM4,13198,https://lh3.googleusercontent.com/LE51UAkwMA7gOQavlzLPonHMpZuLOOntiW1Ee7yfKXFEaBoT-q-SHxaSqEJk5jPAZ7H73ma5tlMISYcQ2DboiM4=s640-c-rw-v1-e365
148,Dorito-Chicken-Casserole-9117854,recipe/Dorito-Chicken-Casserole-9117854,Dorito Chicken Casserole,230,17.0,6.0,15.0,https://lh3.googleusercontent.com/Uck7p8qEpOa2ZcLOhb7-5Lh1SDs6HBa4XKkWm_N5PsxRjAUx1GUzdDDQh4kSfqvp6pYkuEcWji31Id3O2ja-9w,962,https://lh3.googleusercontent.com/Uck7p8qEpOa2ZcLOhb7-5Lh1SDs6HBa4XKkWm_N5PsxRjAUx1GUzdDDQh4kSfqvp6pYkuEcWji31Id3O2ja-9w=s640-c-rw-v1-e365
158,Thai-Chicken-Coconut-Curry-2556801,recipe/Thai-Chicken-Coconut-Curry-2556801,Thai Chicken Coconut Curry,340,24.0,18.0,16.0,https://lh3.googleusercontent.com/oUmFX9Z68g-t-X9PBaeXWJX7xPaqeZfhqn2Vobqc5aVOhFCPFeymC48fcz7iwiLa9ua2zwwEmJeGOJESivQPnQ,31184,https://lh3.googleusercontent.com/oUmFX9Z68g-t-X9PBaeXWJX7xPaqeZfhqn2Vobqc5aVOhFCPFeymC48fcz7iwiLa9ua2zwwEmJeGOJESivQPnQ=s640-c-rw-v1-e365
159,Awesome-Bacon-And-Potato-Egg-Casserole-9029554,recipe/Awesome-Bacon-And-Potato-Egg-Casserole-9029554,Awesome Bacon And Potato Egg Casserole,350,25.0,15.0,16.0,https://lh3.googleusercontent.com/t-kCKNadIJcAKsRfGw8LmoWspubka8DMMm7HZIbhAnfU3aUS-p0tl0Oeyw-Exz--npjUg8ICipH-yvc16j78ymo,6627,https://lh3.googleusercontent.com/t-kCKNadIJcAKsRfGw8LmoWspubka8DMMm7HZIbhAnfU3aUS-p0tl0Oeyw-Exz--npjUg8ICipH-yvc16j78ymo=s640-c-rw-v1-e365
161,Cheese-Sauce-2346026,recipe/Cheese-Sauce-2346026,Cheese Sauce,260,16.0,13.0,16.0,https://lh3.googleusercontent.com/ZO78JQNqrQFWVHUsVmRoLsGYKKMkR2hxJucz3lH3xYQHLwIoUToItwltb0ZjKZ-DxnbYwGzcqIF81U8a9yKF,768,https://lh3.googleusercontent.com/ZO78JQNqrQFWVHUsVmRoLsGYKKMkR2hxJucz3lH3xYQHLwIoUToItwltb0ZjKZ-DxnbYwGzcqIF81U8a9yKF=s640-c-rw-v1-e365
163,Sun-Dried-Tomato-Bacon-Pesto-Grilled-cheese-2514174,recipe/Sun-Dried-Tomato-Bacon-Pesto-Grilled-cheese-2514174,Sun Dried Tomato Bacon Pesto Grilled cheese,220,15.0,7.0,16.0,https://lh3.googleusercontent.com/Q1NtvbjOEnMcBUUhLyFhsStTIATFhdS_-3tBUC6hQg2nV2A46BqmBns_kL6wN0HAcQPvjVVHs6dWXRIFOgDeB1c,1625,https://lh3.googleusercontent.com/Q1NtvbjOEnMcBUUhLyFhsStTIATFhdS_-3tBUC6hQg2nV2A46BqmBns_kL6wN0HAcQPvjVVHs6dWXRIFOgDeB1c=s640-c-rw-v1-e365
165,Banana-Drink-for-Extreme-Rapid-Weight-Loss-1352743,recipe/Banana-Drink-for-Extreme-Rapid-Weight-Loss-1352743,Banana Drink for Extreme Rapid Weight Loss,320,3.0,83.0,16.0,https://lh3.googleusercontent.com/ncNDTEjvYY_04TnBQNp_5kXK2Hf9V7vbL8z1iaKAywrFsFsYbuSoOr6PgXG1ewUWPlmKMroODJQNFvVV9XI1kqY,221679,https://lh3.googleusercontent.com/ncNDTEjvYY_04TnBQNp_5kXK2Hf9V7vbL8z1iaKAywrFsFsYbuSoOr6PgXG1ewUWPlmKMroODJQNFvVV9XI1kqY=s640-c-rw-v1-e365
167,Maple-Dijon-Salmon-2610693,recipe/Maple-Dijon-Salmon-2610693,Maple Dijon Salmon,380,24.0,24.0,16.0,https://lh3.googleusercontent.com/YcNub4HQA52GxFikuhJxKOC-iMZmB-mzL8wWdxdOxUOoWbsqSqR8x4KII8C8aBFTdWduSYCAkmFMtpgYP5L15A,8320,https://lh3.googleusercontent.com/YcNub4HQA52GxFikuhJxKOC-iMZmB-mzL8wWdxdOxUOoWbsqSqR8x4KII8C8aBFTdWduSYCAkmFMtpgYP5L15A=s640-c-rw-v1-e365
169,Cheesy-Egg-And-Hashbrown-Casserole-9029559,recipe/Cheesy-Egg-And-Hashbrown-Casserole-9029559,Cheesy Egg And Hashbrown Casserole,300,20.0,14.0,16.0,https://lh3.googleusercontent.com/6Jig34TMyGaALZ-m6OojmrihnWlbx6EpTGm7CrGAON2QqXJDmv8CfQrFevrVjIygUuoESL4dXLjWdHbnar2j2iA,3980,https://lh3.googleusercontent.com/6Jig34TMyGaALZ-m6OojmrihnWlbx6EpTGm7CrGAON2QqXJDmv8CfQrFevrVjIygUuoESL4dXLjWdHbnar2j2iA=s640-c-rw-v1-e365
170,Honey-Garlic-Pork-Chops-2708988,recipe/Honey-Garlic-Pork-Chops-2708988,Honey Garlic Pork Chops,390,22.0,31.0,16.0,https://lh3.googleusercontent.com/QJ7JfF_ir2ZmrShNU_ZY0v_Gueo2aqvxr96CKca7CCBPIbE8qspVKBJZ1CcFFtl53G7HjekPIgqfg68l4nL5,17802,https://lh3.googleusercontent.com/QJ7JfF_ir2ZmrShNU_ZY0v_Gueo2aqvxr96CKca7CCBPIbE8qspVKBJZ1CcFFtl53G7HjekPIgqfg68l4nL5=s640-c-rw-v1-e365
