,recipeName,recipeLink,name,calories,fat,protein,carb,imgURL,click_count,image
83,Super-Easy-Egg-And-Bacon-Naan-Pizzas-9029484,recipe/Super-Easy-Egg-And-Bacon-Naan-Pizzas-9029484,Super Easy Egg And Bacon Naan Pizzas,170,11.0,7.0,11.0,https://lh3.googleusercontent.com/uUJOEe85yI_5Nf2JCELsFFD7GDxuKt_yk7w5CYSMtD2xlQ-KdM49OwP699OgV3l6eD9BI7ptql8vMA0je-G9Bw,4604,https://lh3.googleusercontent.com/uUJOEe85yI_5Nf2JCELsFFD7GDxuKt_yk7w5CYSMtD2xlQ-KdM49OwP699OgV3l6eD9BI7ptql8vMA0je-G9Bw=s640-c-rw-v1-e365
84,Garlic-Cheddar-Biscuits-_a-la-Red-Lobster_-2056746,recipe/Garlic-Cheddar-Biscuits-_a-la-Red-Lobster_-2056746,Garlic Cheddar Biscuits (a la Red Lobster),120,7.0,4.0,11.0,https://lh3.googleusercontent.com/86IVp1JOsHrIrL9qXRi9RmB5oU51LkQkn_UmCHxD6yxXBINd1ttj4GZ98EyFOMLvsLAxSRNa8Z5ur8klgwncEQ,18092,https://lh3.googleusercontent.com/86IVp1JOsHrIrL9qXRi9RmB5oU51LkQkn_UmCHxD6yxXBINd1ttj4GZ98EyFOMLvsLAxSRNa8Z5ur8klgwncEQ=s640-c-rw-v1-e365
86,The-Best-Garlic-Bread-2010475,recipe/The-Best-Garlic-Bread-2010475,The Best Garlic Bread,120,7.0,3.0,11.0,https://lh3.googleusercontent.com/EdLOujmbLTt7j1D03YIppHlQ-KSaxdG2DUgc1xxNJ4_LJ95Wf37of7o6UQ9LBcX6YP9Jwzdnw4YeuilaA4-A-Q,3944,https://lh3.googleusercontent.com/EdLOujmbLTt7j1D03YIppHlQ-KSaxdG2DUgc1xxNJ4_LJ95Wf37of7o6UQ9LBcX6YP9Jwzdnw4YeuilaA4-A-Q=s640-c-rw-v1-e365
92,Chia-Pudding-2415699,recipe/Chia-Pudding-2415699,Chia Pudding,190,12.0,9.0,12.0,https://lh3.googleusercontent.com/rjgVzAhjLEBtarRSTt2rLLnht19C3UhxV0XClVFRjqNXDwNGIhac_UGeIqvojCelHSYNGdsszT5OcsuR3QDBPQ,2018,https://lh3.googleusercontent.com/rjgVzAhjLEBtarRSTt2rLLnht19C3UhxV0XClVFRjqNXDwNGIhac_UGeIqvojCelHSYNGdsszT5OcsuR3QDBPQ=s640-c-rw-v1-e365
96,5-Ingredient-Zucchini-Fritters-2027934,recipe/5-Ingredient-Zucchini-Fritters-2027934,5-Ingredient Zucchini Fritters,120,6.0,4.0,12.0,https://lh3.googleusercontent.com/L4Z-QhRuhRYumhM1UTWLj0bm18sAaD43b-S12xiOX9b72dGJGzbqVIrMLnWI4MJ-SgUb6XqR_8Q5ZqF8557Pmw,14433,https://lh3.googleusercontent.com/L4Z-QhRuhRYumhM1UTWLj0bm18sAaD43b-S12xiOX9b72dGJGzbqVIrMLnWI4MJ-SgUb6XqR_8Q5ZqF8557Pmw=s640-c-rw-v1-e365
97,Miso-Soup-2244697,recipe/Miso-Soup-2244697,Miso Soup,200,10.0,19.0,12.0,https://lh3.googleusercontent.com/6_mQ9WIbQuEWC2e-PeRNK13tr1ZlkXqO-lgEMWwyVofF5iloYKEcHkCmVvPL0WjQOgF1uxcSv-V_mJQdrKAmt6o,19243,https://lh3.googleusercontent.com/6_mQ9WIbQuEWC2e-PeRNK13tr1ZlkXqO-lgEMWwyVofF5iloYKEcHkCmVvPL0WjQOgF1uxcSv-V_mJQdrKAmt6o=s640-c-rw-v1-e365
98,Slow-Cooker-Garlic-Parmesan-Chicken-2469126,recipe/Slow-Cooker-Garlic-Parmesan-Chicken-2469126,Slow Cooker Garlic Parmesan Chicken,170,10.0,9.0,12.0,https://lh3.googleusercontent.com/JW1S_0XmZ894iVVE8ROwrKTnLbXzTzBbyqW2SVK6cZaZJBprB_d4wZcV5ERTBMlpKMm4AV_6mzBxg8RnDwZgtQ,29087,https://lh3.googleusercontent.com/JW1S_0XmZ894iVVE8ROwrKTnLbXzTzBbyqW2SVK6cZaZJBprB_d4wZcV5ERTBMlpKMm4AV_6mzBxg8RnDwZgtQ=s640-c-rw-v1-e365
103,Quick-And-Easy-Barbecue-Chicken-Naan-Pizzas--9029447,recipe/Quick-And-Easy-Barbecue-Chicken-Naan-Pizzas--9029447,Quick And Easy Barbecue Chicken Naan Pizzas ,130,6.0,6.0,13.0,https://lh3.googleusercontent.com/ngYJ2DBsxPhw4hq3jt2SxVMvkxrOEMI5aACJxVKtDewwFGDwdv9MSswp8C1aK69S_ARnea5_yhM3DyIwaWLiqi4,14109,https://lh3.googleusercontent.com/ngYJ2DBsxPhw4hq3jt2SxVMvkxrOEMI5aACJxVKtDewwFGDwdv9MSswp8C1aK69S_ARnea5_yhM3DyIwaWLiqi4=s640-c-rw-v1-e365
104,Easy-Oven-Roasted-Vegetables-9029548,recipe/Easy-Oven-Roasted-Vegetables-9029548,Easy Oven-Roasted Vegetables,120,7.0,2.0,13.0,https://lh3.googleusercontent.com/W0qV3eKt972gaVbZdcJvp9ZClPRoo1J5CmzpU-qR4P5m9EfXKR80tLLBPB9L4IvG2KT2haC2xWBzRpUXQNSr,9871,https://lh3.googleusercontent.com/W0qV3eKt972gaVbZdcJvp9ZClPRoo1J5CmzpU-qR4P5m9EfXKR80tLLBPB9L4IvG2KT2haC2xWBzRpUXQNSr=s640-c-rw-v1-e365
106,Roasted-Sweet-Potatoes-2651894,recipe/Roasted-Sweet-Potatoes-2651894,Roasted Sweet Potatoes,90,3.5,1.0,13.0,https://lh3.googleusercontent.com/1qgh_qeh3YXleMAf1E4Zilc5dPKj3NEOPzM70-Bg3zXaedr83lhdix6vZ6WA2vh7bp2yBUCSWwVkKW4Ub_Tc3A,15281,https://lh3.googleusercontent.com/1qgh_qeh3YXleMAf1E4Zilc5dPKj3NEOPzM70-Bg3zXaedr83lhdix6vZ6WA2vh7bp2yBUCSWwVkKW4Ub_Tc3A=s640-c-rw-v1-e365
107,Roasted-Parmesan-Carrots-2594364,recipe/Roasted-Parmesan-Carrots-2594364,Roasted Parmesan Carrots,120,6.0,3.0,13.0,https://lh3.googleusercontent.com/CreuhszIDtn1cNSjf_IUNufBiUUL3BetbV3lUuIO8O69GmEsUTugN14lJfGd9MvKkJKUHpelyY1XrBJambzytA,5245,https://lh3.googleusercontent.com/CreuhszIDtn1cNSjf_IUNufBiUUL3BetbV3lUuIO8O69GmEsUTugN14lJfGd9MvKkJKUHpelyY1XrBJambzytA=s640-c-rw-v1-e365
108,Roasted-Sweet-Potato-Wedges-2141586,recipe/Roasted-Sweet-Potato-Wedges-2141586,Roasted Sweet Potato Wedges,100,4.5,1.0,13.0,https://lh3.googleusercontent.com/kpX5DTnlJUb33smCtsz2A1x4QL6YGcOo0NhxYIlK4to7al3DymD2kRa-oCT599I8kMtBd20LzymqDGz-V0i6,117539,https://lh3.googleusercontent.com/kpX5DTnlJUb33smCtsz2A1x4QL6YGcOo0NhxYIlK4to7al3DymD2kRa-oCT599I8kMtBd20LzymqDGz-V0i6=s640-c-rw-v1-e365
109,Sheet-Pan-French-Toast-for-a-Crowd-9029521,recipe/Sheet-Pan-French-Toast-for-a-Crowd-9029521,Sheet Pan French Toast for a Crowd,150,9.0,4.0,13.0,https://lh3.googleusercontent.com/hXIl3hggRDuGByKRZvuiBHGCmjmjuv83FC_o5CytiaudomHm0FA3sGvmCIO0-ucXqNZ-KfNaB5_J52swn_8vcmU,3007,https://lh3.googleusercontent.com/hXIl3hggRDuGByKRZvuiBHGCmjmjuv83FC_o5CytiaudomHm0FA3sGvmCIO0-ucXqNZ-KfNaB5_J52swn_8vcmU=s640-c-rw-v1-e365
110,Keto-Cheesy-Broccoli-Rice-2480487,recipe/Keto-Cheesy-Broccoli-Rice-2480487,Keto Cheesy Broccoli Rice,130,7.0,6.0,13.0,https://lh3.googleusercontent.com/mXZUFpC5RJhJ45lfm94Bu-55qiz6-12gegKdFx4bfIkyTC0SyjvTTZBvSWF9WqqtpjlaKkayhF0Op-sSWNN5,28927,https://lh3.googleusercontent.com/mXZUFpC5RJhJ45lfm94Bu-55qiz6-12gegKdFx4bfIkyTC0SyjvTTZBvSWF9WqqtpjlaKkayhF0Op-sSWNN5=s640-c-rw-v1-e365
114,Parmesan-Roasted-Potatoes-2538996,recipe/Parmesan-Roasted-Potatoes-2538996,Parmesan Roasted Potatoes,100,3.5,4.0,13.0,https://lh3.googleusercontent.com/iO7WjBsPAsc2sB3TYhfACl9cfLHv580SxpbjOweHPEZdTlNjxLaCDTm888Lo9UrURp5rH5iKdmy8O2oGarmXhQ,30472,https://lh3.googleusercontent.com/iO7WjBsPAsc2sB3TYhfACl9cfLHv580SxpbjOweHPEZdTlNjxLaCDTm888Lo9UrURp5rH5iKdmy8O2oGarmXhQ=s640-c-rw-v1-e365
115,Italian-Sauteed-Mushrooms-2529800,recipe/Italian-Sauteed-Mushrooms-2529800,Italian Sauteed Mushrooms,180,13.0,3.0,13.0,https://lh3.googleusercontent.com/kVfZtSiBbBFqgjX8esWz0q-uKcEdZjYfkZEQ37bc5NPfV7Fwy_cc71_UjikCQOIE6WvMQQyEXn2AdHtcRguO,26940,https://lh3.googleusercontent.com/kVfZtSiBbBFqgjX8esWz0q-uKcEdZjYfkZEQ37bc5NPfV7Fwy_cc71_UjikCQOIE6WvMQQyEXn2AdHtcRguO=s640-c-rw-v1-e365
118,Avocado-and-Tomato-Salad-1061964,recipe/Avocado-and-Tomato-Salad-1061964,Avocado and Tomato Salad,160,13.0,2.0,13.0,https://lh3.googleusercontent.com/fC5VcKmgheN2epMpFtR85brGrFr3FumbgJQ8CNrlN_ANjmst0btB1NJPclurVOF-5j7Getd8QovOIjAYiwdHHQ,624345,https://lh3.googleusercontent.com/fC5VcKmgheN2epMpFtR85brGrFr3FumbgJQ8CNrlN_ANjmst0btB1NJPclurVOF-5j7Getd8QovOIjAYiwdHHQ=s640-c-rw-v1-e365
126,Mojitos-9091441,recipe/Mojitos-9091441,Mojitos,140,0.0,0.0,14.0,https://lh3.googleusercontent.com/i2aR_VRJIXXRdcfg3GZ9kVTurVIlLaDyzxT-UiESrLdqux6YeZ28UCNBT9vUHs3_T4uR7an-0c63SDV2CkbO,448,https://lh3.googleusercontent.com/i2aR_VRJIXXRdcfg3GZ9kVTurVIlLaDyzxT-UiESrLdqux6YeZ28UCNBT9vUHs3_T4uR7an-0c63SDV2CkbO=s640-c-rw-v1-e365
127,Mini-Cinnamon-Rolls-Using-Crescent-Rolls-2501437,recipe/Mini-Cinnamon-Rolls-Using-Crescent-Rolls-2501437,Mini Cinnamon Rolls Using Crescent Rolls,80,3.0,0.0,14.0,https://lh3.googleusercontent.com/N94haDzF_TmPNaCmM0pdzxaaAKZH8Al4IIpgj-axEi0C735UDiRFdmpT5dKZu6gy_QFR1cmupUfhHyR7eYTH,6004,https://lh3.googleusercontent.com/N94haDzF_TmPNaCmM0pdzxaaAKZH8Al4IIpgj-axEi0C735UDiRFdmpT5dKZu6gy_QFR1cmupUfhHyR7eYTH=s640-c-rw-v1-e365
128,Matar-Paneer-2474812,recipe/Matar-Paneer-2474812,Matar Paneer,190,14.0,3.0,14.0,https://lh3.googleusercontent.com/r-oKesk6yaRjUpb6nyuVFfNiiZBWlVUjkDAPSfbsjV_0Ub2N1mINw0tl2P64E6CmMlXITHHnzC8TYhIPYSeuH0A,416,https://lh3.googleusercontent.com/r-oKesk6yaRjUpb6nyuVFfNiiZBWlVUjkDAPSfbsjV_0Ub2N1mINw0tl2P64E6CmMlXITHHnzC8TYhIPYSeuH0A=s640-c-rw-v1-e365
129,Easy-Balsamic-Roasted-Vegetables-9029544,recipe/Easy-Balsamic-Roasted-Vegetables-9029544,Easy Balsamic Roasted Vegetables,130,7.0,2.0,14.0,https://lh3.googleusercontent.com/XrbXX9kGUk_-xt79w9z15Dnq_ClCvD3G8hRHx7cq3EvxJlF0PO6t2beMXk1GcVSjMxjZnxn_Bx3duTVipitCWQ,9821,https://lh3.googleusercontent.com/XrbXX9kGUk_-xt79w9z15Dnq_ClCvD3G8hRHx7cq3EvxJlF0PO6t2beMXk1GcVSjMxjZnxn_Bx3duTVipitCWQ=s640-c-rw-v1-e365
132,Family-Style-Sheet-Pan-Egg-in-a-Hole-9029519,recipe/Family-Style-Sheet-Pan-Egg-in-a-Hole-9029519,Family-Style Sheet Pan Egg-in-a-Hole,190,12.0,9.0,14.0,https://lh3.googleusercontent.com/MQEcjxuMYq6uvzV7MwWBrgOl_d8BwSbrxPzNq9JcYVZHWrw2DO8u5_fqQfW9eOX-jKOKei4_RtkrwH2qA8QY,3123,https://lh3.googleusercontent.com/MQEcjxuMYq6uvzV7MwWBrgOl_d8BwSbrxPzNq9JcYVZHWrw2DO8u5_fqQfW9eOX-jKOKei4_RtkrwH2qA8QY=s640-c-rw-v1-e365
133,Crispy-Brussels-Sprouts-With-Balsamic-and-Honey-2598602,recipe/Crispy-Brussels-Sprouts-With-Balsamic-and-Honey-2598602,Crispy Brussels Sprouts With Balsamic and Honey,140,8.0,4.0,14.0,https://lh3.googleusercontent.com/VdCkCfHYzSzmRDr6-4FvupOPoZfb4fI6JW74uifmTmLX5XSabC16rOoFkfmvH_OVEqe0Xs7TdUxcC0zDL41mHQ,62079,https://lh3.googleusercontent.com/VdCkCfHYzSzmRDr6-4FvupOPoZfb4fI6JW74uifmTmLX5XSabC16rOoFkfmvH_OVEqe0Xs7TdUxcC0zDL41mHQ=s640-c-rw-v1-e365
134,Korean-Cucumber-Salad-_Oi-Muchim-_-2096578,recipe/Korean-Cucumber-Salad-_Oi-Muchim-_-2096578,Korean Cucumber Salad (Oi Muchim 오이무침),60,0.0,2.0,14.0,https://lh3.googleusercontent.com/VBe8pH8lAxeCzO3489NRlH91U1z9qDPMHrPMPJvLR2cEaAEldYATn0tx75pet3zuJkYcl-KFwGHW3679E2xMmQ,16187,https://lh3.googleusercontent.com/VBe8pH8lAxeCzO3489NRlH91U1z9qDPMHrPMPJvLR2cEaAEldYATn0tx75pet3zuJkYcl-KFwGHW3679E2xMmQ=s640-c-rw-v1-e365
136,Easy-Roasted-Garlic-_-Parmesan-Veggies-9029546,recipe/Easy-Roasted-Garlic-_-Parmesan-Veggies-9029546,Easy Roasted Garlic & Parmesan Veggies,180,12.0,4.0,14.0,https://lh3.googleusercontent.com/Y_mbA2EUjufYarwNxfN0AevnYBy19jnsArIJCJ1z1kPeT5mdBtpWa8bFBXpbXS3fyk9cxprAKuWBlh7O6PmChys,4100,https://lh3.googleusercontent.com/Y_mbA2EUjufYarwNxfN0AevnYBy19jnsArIJCJ1z1kPeT5mdBtpWa8bFBXpbXS3fyk9cxprAKuWBlh7O6PmChys=s640-c-rw-v1-e365
139,Loaded-Potato-Slices-2160965,recipe/Loaded-Potato-Slices-2160965,Loaded Potato Slices,200,13.0,7.0,15.0,https://lh3.googleusercontent.com/HoBi5ABD-NeMo87wac3OUu5AZkcgxh1qxojEqDECgN_o20LwG_wM06-slXd5WevZjt6SqRRAmhJrWYV8Bu2WEw,1722,https://lh3.googleusercontent.com/HoBi5ABD-NeMo87wac3OUu5AZkcgxh1qxojEqDECgN_o20LwG_wM06-slXd5WevZjt6SqRRAmhJrWYV8Bu2WEw=s640-c-rw-v1-e365
140,No-bake-Peanut-Butter-Cookies-2663648,recipe/No-bake-Peanut-Butter-Cookies-2663648,No bake Peanut Butter Cookies,120,6.0,3.0,15.0,https://lh3.googleusercontent.com/Tibs17tavLcpPktYytESZ478NT_GCJ-CSbC5W4R8kE5VwGUbXg-b5m-y7YUftKpGwDKcW_Fo8hybdOcFB06H,6263,https://lh3.googleusercontent.com/Tibs17tavLcpPktYytESZ478NT_GCJ-CSbC5W4R8kE5VwGUbXg-b5m-y7YUftKpGwDKcW_Fo8hybdOcFB06H=s640-c-rw-v1-e365
141,Coffee-Smoothie-1324610,recipe/Coffee-Smoothie-1324610,Coffee Smoothie,110,6.0,1.0,15.0,https://lh3.googleusercontent.com/3PU-rTJxMQK_8dgwz9gAmazyfkTm9OZBYMJcI5r8ZQDxOF44ktQUeY7LuPOhhKQrFfhGcXNN2F-mqxakyv2yum8,73516,https://lh3.googleusercontent.com/3PU-rTJxMQK_8dgwz9gAmazyfkTm9OZBYMJcI5r8ZQDxOF44ktQUeY7LuPOhhKQrFfhGcXNN2F-mqxakyv2yum8=s640-c-rw-v1-e365
142,Freakin-Fantastic-Fried-Rice-2706921,recipe/Freakin-Fantastic-Fried-Rice-2706921,Freakin’ Fantastic Fried Rice,170,10.0,7.0,15.0,https://lh3.googleusercontent.com/55cJveWPc8IHedLVONJJ8snW0i1U_cKZcg3_WlHs2asvn8kqRyqVYbVmoaQMdOs9Yzd1UzuGJHhxaGzswdxC41w,16130,https://lh3.googleusercontent.com/55cJveWPc8IHedLVONJJ8snW0i1U_cKZcg3_WlHs2asvn8kqRyqVYbVmoaQMdOs9Yzd1UzuGJHhxaGzswdxC41w=s640-c-rw-v1-e365
147,Roasted-Broccoli-with-Smashed-Garlic-2258109,recipe/Roasted-Broccoli-with-Smashed-Garlic-2258109,Roasted Broccoli with Smashed Garlic,130,7.0,6.0,15.0,https://lh3.googleusercontent.com/aeZXl37k8xrqIWdmwnGkgazinaLLwZ5naOa-Fw6Ed835EoUN25ezFna5xKZL0icaW4Juvm3ZwRQJWyw3mkcYHsM,348055,https://lh3.googleusercontent.com/aeZXl37k8xrqIWdmwnGkgazinaLLwZ5naOa-Fw6Ed835EoUN25ezFna5xKZL0icaW4Juvm3ZwRQJWyw3mkcYHsM=s640-c-rw-v1-e365
149,Honey-Glazed-Carrots-2610681,recipe/Honey-Glazed-Carrots-2610681,Honey Glazed Carrots,110,6.0,0.5,15.0,https://lh3.googleusercontent.com/pz50qfYVRnrLalqwm0VPfxfCthSF5oMG9nHphgUORxvaIeI8jVWzUYP4y9Zzo1veirNs270J1qmX7efhm3xN,8876,https://lh3.googleusercontent.com/pz50qfYVRnrLalqwm0VPfxfCthSF5oMG9nHphgUORxvaIeI8jVWzUYP4y9Zzo1veirNs270J1qmX7efhm3xN=s640-c-rw-v1-e365
150,Seared-Scallops-With-Garlic-Basil-Butter-2599016,recipe/Seared-Scallops-With-Garlic-Basil-Butter-2599016,Seared Scallops With Garlic Basil Butter,170,12.0,9.0,15.0,https://lh3.googleusercontent.com/G9n7Qi6jLcigGFJgYitYCIMJkEiTR_fBIHQagylQhIxoBppD3uO-aDWFyE_1a3wp1sJmJKDPjmUCA_mehaEy2CE,12789,https://lh3.googleusercontent.com/G9n7Qi6jLcigGFJgYitYCIMJkEiTR_fBIHQagylQhIxoBppD3uO-aDWFyE_1a3wp1sJmJKDPjmUCA_mehaEy2CE=s640-c-rw-v1-e365
151,Salted-Caramel-Thumbprint-Cookies-9061260,recipe/Salted-Caramel-Thumbprint-Cookies-9061260,Salted Caramel Thumbprint Cookies,140,8.0,1.0,15.0,https://lh3.googleusercontent.com/6Mwold8G7Z_Wn8oNqEz9d0At9CcKBL8oJGmL43WqSpVxdxQ8nn2jOJjyJc_AgzP8k13jw8-LjVoScfpeSnVZaA,1086,https://lh3.googleusercontent.com/6Mwold8G7Z_Wn8oNqEz9d0At9CcKBL8oJGmL43WqSpVxdxQ8nn2jOJjyJc_AgzP8k13jw8-LjVoScfpeSnVZaA=s640-c-rw-v1-e365
156,Anthony-Bourdain_s-Boeuf-Bourguignon-2279898,recipe/Anthony-Bourdain_s-Boeuf-Bourguignon-2279898,Anthony Bourdain's Boeuf Bourguignon,180,9.0,2.0,16.0,https://lh3.googleusercontent.com/sj4s7Ve3MuNYoOy_uGkmwJWX8ic_SjivsdpXlIVQ-WYAPiiMlkJFmP4d_7SQPvOYxxnGMlC8hXt1HAdrcYRHfg,3358,https://lh3.googleusercontent.com/sj4s7Ve3MuNYoOy_uGkmwJWX8ic_SjivsdpXlIVQ-WYAPiiMlkJFmP4d_7SQPvOYxxnGMlC8hXt1HAdrcYRHfg=s640-c-rw-v1-e365
157,Homemade-Pico-de-Gallo-2355058,recipe/Homemade-Pico-de-Gallo-2355058,Homemade Pico de Gallo,60,0.0,3.0,16.0,https://lh3.googleusercontent.com/EXvl_yT31OeWf2Xothts0c34Mr1KqpFKFQaVDe7aWqcSxhHJqlxae1xASvOwAniK5Lks6048_q8MfNn_wHCDVb0,16017,https://lh3.googleusercontent.com/EXvl_yT31OeWf2Xothts0c34Mr1KqpFKFQaVDe7aWqcSxhHJqlxae1xASvOwAniK5Lks6048_q8MfNn_wHCDVb0=s640-c-rw-v1-e365
162,Almond-Chocolate-Toffee-Crunchies-2615040,recipe/Almond-Chocolate-Toffee-Crunchies-2615040,Almond Chocolate Toffee Crunchies,190,15.0,2.0,16.0,https://lh3.googleusercontent.com/SEjotJKGdaOofSQYF5EwHrYZzm2qasaWeA4glPxuIFK1hVqQobXQdua4QX_9nkQ-YJq7ep2DaLWe5oAC9KUQxhI,2004,https://lh3.googleusercontent.com/SEjotJKGdaOofSQYF5EwHrYZzm2qasaWeA4glPxuIFK1hVqQobXQdua4QX_9nkQ-YJq7ep2DaLWe5oAC9KUQxhI=s640-c-rw-v1-e365
166,Homemade-Drop-Biscuits-2343350,recipe/Homemade-Drop-Biscuits-2343350,Homemade Drop Biscuits,140,7.0,3.0,16.0,https://lh3.googleusercontent.com/zcro1rbfJRgSMrVRbONEQvSTQ7-keiKVNKBMNO-w9xZn9mNI75TWN0WB-LSS8O6q-hGP8vJ8mRp1SOcY_HcM7A,632,https://lh3.googleusercontent.com/zcro1rbfJRgSMrVRbONEQvSTQ7-keiKVNKBMNO-w9xZn9mNI75TWN0WB-LSS8O6q-hGP8vJ8mRp1SOcY_HcM7A=s640-c-rw-v1-e365
168,No-Bake-Holiday-Oreo-Truffles-2270799,recipe/No-Bake-Holiday-Oreo-Truffles-2270799,No Bake Holiday Oreo Truffles,170,12.0,3.0,16.0,https://lh3.googleusercontent.com/5wxt928q6DxvDarjhbL3dD-W7S3LESPfPuach4Y9Ay67FgEk-ng3WUS_geEPyaGfi_zAhLqQR1SQYwpgkoVQN6k,13404,https://lh3.googleusercontent.com/5wxt928q6DxvDarjhbL3dD-W7S3LESPfPuach4Y9Ay67FgEk-ng3WUS_geEPyaGfi_zAhLqQR1SQYwpgkoVQN6k=s640-c-rw-v1-e365
172,Asian-Sesame-Roasted-Broccoli-2684141,recipe/Asian-Sesame-Roasted-Broccoli-2684141,Asian Sesame Roasted Broccoli,170,11.0,7.0,16.0,https://lh3.googleusercontent.com/F6Urpf2XWPAGbJR97GNahBa2xGVgmNVULqI_PpPmjx4U6108F8Hz7Cn3XqmiGN33P9kaJs8OG67nC6Zes6uu2A,7907,https://lh3.googleusercontent.com/F6Urpf2XWPAGbJR97GNahBa2xGVgmNVULqI_PpPmjx4U6108F8Hz7Cn3XqmiGN33P9kaJs8OG67nC6Zes6uu2A=s640-c-rw-v1-e365
174,5-Steps-for-Perfect-Homemade-Southern-Biscuits-2491737,recipe/5-Steps-for-Perfect-Homemade-Southern-Biscuits-2491737,5 Steps for Perfect Homemade Southern Biscuits,140,6.0,3.0,17.0,https://lh3.googleusercontent.com/o5DCuQ0iplnSyfK1CyJ4gIVmtm7WRYNGlDc2c_fHGrWsxSTEjYoI32KlFkRYlnFT_1IJ3D0BAn27pi_c6sFu,526,https://lh3.googleusercontent.com/o5DCuQ0iplnSyfK1CyJ4gIVmtm7WRYNGlDc2c_fHGrWsxSTEjYoI32KlFkRYlnFT_1IJ3D0BAn27pi_c6sFu=s640-c-rw-v1-e365
176,Weight-Watchers-Taco-Casserole-2639391,recipe/Weight-Watchers-Taco-Casserole-2639391,Weight Watchers Taco Casserole,190,6.0,18.0,17.0,https://lh3.googleusercontent.com/qpxpeRVPyftNbM8QFR0QX0XHNidYLFdQ2YJYr7JzLEDWXREY2k9DwwGMDpMnsiE1Pd0uYHauv5N3BTsfGfIH4YA,35778,https://lh3.googleusercontent.com/qpxpeRVPyftNbM8QFR0QX0XHNidYLFdQ2YJYr7JzLEDWXREY2k9DwwGMDpMnsiE1Pd0uYHauv5N3BTsfGfIH4YA=s640-c-rw-v1-e365
179,The-10-Day-Tummy-Tox-Water-2200917,recipe/The-10-Day-Tummy-Tox-Water-2200917,The 10-Day Tummy Tox Water,40,0.0,2.0,17.0,https://lh3.googleusercontent.com/BWz7OqfAu1BEgYGsodDu1MI5E8Ibic5Jgxw_m7uXDN9uex7mwkNvUb8gx2e8nJXlC5111y6Isb8FKQAYfmMCZtA,296857,https://lh3.googleusercontent.com/BWz7OqfAu1BEgYGsodDu1MI5E8Ibic5Jgxw_m7uXDN9uex7mwkNvUb8gx2e8nJXlC5111y6Isb8FKQAYfmMCZtA=s640-c-rw-v1-e365
180,Maple-Glazed-Roasted-Carrots-2220498,recipe/Maple-Glazed-Roasted-Carrots-2220498,Maple-Glazed Roasted Carrots,100,4.0,1.0,17.0,https://lh3.googleusercontent.com/V9ijxBjMMcKGWtohJEDDA2strwR1hWKSZsziW0Wkw-pOwP5OOWBvrPVy6jISghCAt7P88xK4hgaamVIIoJPqlg,63737,https://lh3.googleusercontent.com/V9ijxBjMMcKGWtohJEDDA2strwR1hWKSZsziW0Wkw-pOwP5OOWBvrPVy6jISghCAt7P88xK4hgaamVIIoJPqlg=s640-c-rw-v1-e365
181,Mexican-Wedding-Cookies-9088916,recipe/Mexican-Wedding-Cookies-9088916,Mexican Wedding Cookies,150,9.0,1.0,17.0,https://lh3.googleusercontent.com/nGvyrjlVNfzwSVoTZZmlY9B05lJ0ebhGBz4j6zhfzpegb7FJjSkzykzKHkJSWi1zvH8rb2t_nAs3-TpPlqW9,1248,https://lh3.googleusercontent.com/nGvyrjlVNfzwSVoTZZmlY9B05lJ0ebhGBz4j6zhfzpegb7FJjSkzykzKHkJSWi1zvH8rb2t_nAs3-TpPlqW9=s640-c-rw-v1-e365
182,Maraschino-Cherry-Almond-Chocolate-Cookies-2533559,recipe/Maraschino-Cherry-Almond-Chocolate-Cookies-2533559,Maraschino Cherry Almond Chocolate Cookies,140,8.0,1.0,17.0,https://lh3.googleusercontent.com/omOrDhx_pqcLzHEBnrA8_euhtpFg06WI-iODS3qWQ35XpvvKzwW10Tgb_YsQfj610CxxrXvVolo7JLpK5uMtZkg,533,https://lh3.googleusercontent.com/omOrDhx_pqcLzHEBnrA8_euhtpFg06WI-iODS3qWQ35XpvvKzwW10Tgb_YsQfj610CxxrXvVolo7JLpK5uMtZkg=s640-c-rw-v1-e365
183,Easy-Garlic-Bread-9073070,recipe/Easy-Garlic-Bread-9073070,Easy Garlic Bread,170,10.0,3.0,17.0,https://lh3.googleusercontent.com/SqWM6S-dZzXZsyyyNcImYOjt05HD0MDmn92Lax29bbXMBO75KyNFXL_cH9gL2HZJfq5uHLiE1_pNCtaBqG6OjQ,250,https://lh3.googleusercontent.com/SqWM6S-dZzXZsyyyNcImYOjt05HD0MDmn92Lax29bbXMBO75KyNFXL_cH9gL2HZJfq5uHLiE1_pNCtaBqG6OjQ=s640-c-rw-v1-e365
186,Baked-Veggie-Chips-1568649,recipe/Baked-Veggie-Chips-1568649,Baked Veggie Chips,120,7.0,4.0,17.0,https://lh3.googleusercontent.com/Jk_iLxOheSuCZ4H19Si78eq7KwowQUljsOPF0ENfroOKrmSTCT3qmgtZFQGC272AHze1xBcTRqm2XOGvOmTs5w,5478,https://lh3.googleusercontent.com/Jk_iLxOheSuCZ4H19Si78eq7KwowQUljsOPF0ENfroOKrmSTCT3qmgtZFQGC272AHze1xBcTRqm2XOGvOmTs5w=s640-c-rw-v1-e365
