,recipeName,recipeLink,name,calories,fat,protein,carb,imgURL,click_count,image
365,Steak-With-Garlic-Parmesan-Cream-Sauce-2586361,recipe/Steak-With-Garlic-Parmesan-Cream-Sauce-2586361,Steak With Garlic Parmesan Cream Sauce,730,60.0,43.0,3.0,https://lh3.googleusercontent.com/awnpRnHnQDHqSQ35X59gv_u5IeomBIsYoBnqTuVbzREI2RRX-KIA91pjxvHZiCWKRMJSbjDS8oAXH7gvIUCM,10436,https://lh3.googleusercontent.com/awnpRnHnQDHqSQ35X59gv_u5IeomBIsYoBnqTuVbzREI2RRX-KIA91pjxvHZiCWKRMJSbjDS8oAXH7gvIUCM=s640-c-rw-v1-e365
398,Perfect-Grilled-Cheese-9075335,recipe/Perfect-Grilled-Cheese-9075335,Perfect Grilled Cheese,750,55.0,33.0,30.0,https://lh3.googleusercontent.com/S7RQux8Y1y2fGqFjYUO18tQ9sn59tPDmgVT3HBJxWRKM1zDxmJ16-gZNPBtFcEZC6A0ISSzmuJ0pm6FldzR84OQ,2108,https://lh3.googleusercontent.com/S7RQux8Y1y2fGqFjYUO18tQ9sn59tPDmgVT3HBJxWRKM1zDxmJ16-gZNPBtFcEZC6A0ISSzmuJ0pm6FldzR84OQ=s640-c-rw-v1-e365
399,5-Minute-Million-Dollar-Dip-2434042,recipe/5-Minute-Million-Dollar-Dip-2434042,5 Minute Million Dollar Dip,720,58.0,23.0,30.0,https://lh3.googleusercontent.com/vLWYQ03Rh5nGpJOYT1o31xbILT4swnFalV8rsF8cv9SulJ6UwE3ngFVvPaXMkAYrN2u4R_JROc0WC4t3nF_ngQ,13299,https://lh3.googleusercontent.com/vLWYQ03Rh5nGpJOYT1o31xbILT4swnFalV8rsF8cv9SulJ6UwE3ngFVvPaXMkAYrN2u4R_JROc0WC4t3nF_ngQ=s640-c-rw-v1-e365
402,Slow-Cooker-Beef-Bourguignon-2484519,recipe/Slow-Cooker-Beef-Bourguignon-2484519,Slow Cooker Beef Bourguignon,820,53.0,53.0,30.0,https://lh3.googleusercontent.com/N51oAzAMunCSP7rPemULYQt4KwT3OKwryQxDMdl2Z9tgJh97uT6QnjKCgePGIh1TYfwcGL8by41hwV94Ktw1eQ,31756,https://lh3.googleusercontent.com/N51oAzAMunCSP7rPemULYQt4KwT3OKwryQxDMdl2Z9tgJh97uT6QnjKCgePGIh1TYfwcGL8by41hwV94Ktw1eQ=s640-c-rw-v1-e365
420,Easy-Sheet-Pan-Chicken-Fajitas-9029518,recipe/Easy-Sheet-Pan-Chicken-Fajitas-9029518,Easy Sheet Pan Chicken Fajitas,610,40.0,32.0,31.0,https://lh3.googleusercontent.com/H9oMa7HTKNyfv47nxU8D9kCqG0iF7d6TwBgRY9_sW_AEXXLSBHP40276tCnQBi6tXb54JPBMJDn6a6RpiDVYWE0,4609,https://lh3.googleusercontent.com/H9oMa7HTKNyfv47nxU8D9kCqG0iF7d6TwBgRY9_sW_AEXXLSBHP40276tCnQBi6tXb54JPBMJDn6a6RpiDVYWE0=s640-c-rw-v1-e365
428,Twice-Baked-Potato-Casserole-2097769,recipe/Twice-Baked-Potato-Casserole-2097769,Twice Baked Potato Casserole,840,67.0,28.0,33.0,https://lh3.googleusercontent.com/mj9eA8bmA41UUPw2fVvFZKJ60hzTqEmDEf8Ok9U72w0mhtNsBqtyT2Jg2iBy3pq-WaKwHDWeY9ygknEbRea8UEI,33596,https://lh3.googleusercontent.com/mj9eA8bmA41UUPw2fVvFZKJ60hzTqEmDEf8Ok9U72w0mhtNsBqtyT2Jg2iBy3pq-WaKwHDWeY9ygknEbRea8UEI=s640-c-rw-v1-e365
456,Thai-Peanut-Sauce-2350712,recipe/Thai-Peanut-Sauce-2350712,Thai Peanut Sauce,840,72.0,25.0,38.0,https://lh3.googleusercontent.com/5TtpO5jQQzs7mFXoUTP3Zz6vdOTHEINf1qonvLvKtXkSVnnxxzwgHjb-hYU8xUg8IVDEW-rOW73o2TLTePR52w,1876,https://lh3.googleusercontent.com/5TtpO5jQQzs7mFXoUTP3Zz6vdOTHEINf1qonvLvKtXkSVnnxxzwgHjb-hYU8xUg8IVDEW-rOW73o2TLTePR52w=s640-c-rw-v1-e365
470,Vegan-Parmesan-1494459,recipe/Vegan-Parmesan-1494459,Vegan Parmesan,830,68.0,29.0,39.0,https://lh3.googleusercontent.com/ES4klMTJFYiKbnEKJ2yqtuXROxPUDEId9ua4Ty1tGc-RUNx9LwpTSy-1V7XeWpy5ffa7OQBaY-VqfB7b6CLU,465,https://lh3.googleusercontent.com/ES4klMTJFYiKbnEKJ2yqtuXROxPUDEId9ua4Ty1tGc-RUNx9LwpTSy-1V7XeWpy5ffa7OQBaY-VqfB7b6CLU=s640-c-rw-v1-e365
484,Melt-in-Your-Mouth-Caesar-Chicken-2188261,recipe/Melt-in-Your-Mouth-Caesar-Chicken-2188261,Melt in Your Mouth Caesar Chicken,670,54.0,41.0,4.0,https://lh3.googleusercontent.com/yhkKG_8cF4qKj7J-hea-dWKsJD4rJh0ymouivaw19lnN5-4kW6lI6LiAbxWj7enuamVuPhi-jGBwLCQDUg53aPc,30809,https://lh3.googleusercontent.com/yhkKG_8cF4qKj7J-hea-dWKsJD4rJh0ymouivaw19lnN5-4kW6lI6LiAbxWj7enuamVuPhi-jGBwLCQDUg53aPc=s640-c-rw-v1-e365
497,Lemon-Pepper-Chicken-With-a-Brown-Butter-Garlic-Lemon-Sauce-2577857,recipe/Lemon-Pepper-Chicken-With-a-Brown-Butter-Garlic-Lemon-Sauce-2577857,Lemon Pepper Chicken With a Brown Butter Garlic Lemon Sauce,730,55.0,50.0,4.0,https://lh3.googleusercontent.com/YUzf1uzlgjjjUPyDqhQd-I1IMl-qdlksGQo6vZw7d_cmHGS3oWf5dHlhfXQdjSrfE6E671mUNyzNLGIBFThd6w,135971,https://lh3.googleusercontent.com/YUzf1uzlgjjjUPyDqhQd-I1IMl-qdlksGQo6vZw7d_cmHGS3oWf5dHlhfXQdjSrfE6E671mUNyzNLGIBFThd6w=s640-c-rw-v1-e365
520,One-Pan-Greek-Lemon-Chicken-and-Rice-2548359,recipe/One-Pan-Greek-Lemon-Chicken-and-Rice-2548359,One Pan Greek Lemon Chicken and Rice,770,46.0,46.0,43.0,https://lh3.googleusercontent.com/ND6zw7BqJaLHGtZTyfqq7Gg310X4AtDyz-ZaawnD6LGz5BtlkxfOM9j8nDK2Cj7_uD7QAq9QcuY6IEFbpRaYkg,5776,https://lh3.googleusercontent.com/ND6zw7BqJaLHGtZTyfqq7Gg310X4AtDyz-ZaawnD6LGz5BtlkxfOM9j8nDK2Cj7_uD7QAq9QcuY6IEFbpRaYkg=s640-c-rw-v1-e365
534,Garlic-Bread-Italian-2168379,recipe/Garlic-Bread-Italian-2168379,Garlic Bread Italian,620,40.0,19.0,47.0,https://lh3.googleusercontent.com/UUbsKWAd9dU3XhwMIg2QAtdubjZCYo3NLAyVPsspiAkt2yN7GQNioi7l-kV_BrENR47InR6e2UCdhsajHTm6sQ,3524,https://lh3.googleusercontent.com/UUbsKWAd9dU3XhwMIg2QAtdubjZCYo3NLAyVPsspiAkt2yN7GQNioi7l-kV_BrENR47InR6e2UCdhsajHTm6sQ=s640-c-rw-v1-e365
546,Easy-Chicken-Tetrazzini-9047592,recipe/Easy-Chicken-Tetrazzini-9047592,Easy Chicken Tetrazzini,640,37.0,28.0,49.0,https://lh3.googleusercontent.com/pWUs2bVCOaAbJAseDcw-U-QMQgZ6nJwuelb6fbcyjIdvsaDCIIiKUZz8QfW850CHJrj3x0zRkBIj-oROOD2O,2764,https://lh3.googleusercontent.com/pWUs2bVCOaAbJAseDcw-U-QMQgZ6nJwuelb6fbcyjIdvsaDCIIiKUZz8QfW850CHJrj3x0zRkBIj-oROOD2O=s640-c-rw-v1-e365
