,recipeName,recipeLink,name,calories,fat,protein,carb,imgURL,click_count,image
62,30-Minute-Sheet-Pan-Chicken-Caprese-9029516,recipe/30-Minute-Sheet-Pan-Chicken-Caprese-9029516,30-Minute Sheet Pan Chicken Caprese,530,33.0,49.0,11.0,https://lh3.googleusercontent.com/Tb8IvnkXKALMYzvw6ArjkDQVG-KqcCGMPsBZydtl6CFF3fcCe89Lh1it0vpWuO1G30720aJPStLSwws2nAhiY-0,11509,https://lh3.googleusercontent.com/Tb8IvnkXKALMYzvw6ArjkDQVG-KqcCGMPsBZydtl6CFF3fcCe89Lh1it0vpWuO1G30720aJPStLSwws2nAhiY-0=s640-c-rw-v1-e365
91,Healthy-Spinach-Artichoke-Chicken-Bake-2719666,recipe/Healthy-Spinach-Artichoke-Chicken-Bake-2719666,Healthy Spinach Artichoke Chicken Bake,490,19.0,66.0,12.0,https://lh3.googleusercontent.com/SDXoraKwL3v7Xj-8cF9crlfyQr664pGvZcTObHSd5vfND-w1iKL78gCsWmjD3YMbBIXgSOEsOWaAyc_DrSiwJA,111765,https://lh3.googleusercontent.com/SDXoraKwL3v7Xj-8cF9crlfyQr664pGvZcTObHSd5vfND-w1iKL78gCsWmjD3YMbBIXgSOEsOWaAyc_DrSiwJA=s640-c-rw-v1-e365
95,Breakfast-Scramble-Stuffed-Avocado-9053961,recipe/Breakfast-Scramble-Stuffed-Avocado-9053961,Breakfast Scramble Stuffed Avocado,410,34.0,19.0,12.0,https://lh3.googleusercontent.com/aEfm6xbSYqlH0u918dm2tuoIUkqFrMnducrf8D8pvGwrL1BbHFyI7a14iDFvVtZRFpLI7OcU4WZH_ek-n70ZSA,6985,https://lh3.googleusercontent.com/aEfm6xbSYqlH0u918dm2tuoIUkqFrMnducrf8D8pvGwrL1BbHFyI7a14iDFvVtZRFpLI7OcU4WZH_ek-n70ZSA=s640-c-rw-v1-e365
105,Lemon-Butter-Baked-Cod-2068603,recipe/Lemon-Butter-Baked-Cod-2068603,Lemon Butter Baked Cod,520,23.0,67.0,13.0,https://lh3.googleusercontent.com/mebNpQXlNm1u8ceKvtoNbe-vgWp9bGMTz1zEfn98PCJc7lLCC3t9DeahHip9CBTgHKH6UUmYkyyGfVV-2B7atg,26045,https://lh3.googleusercontent.com/mebNpQXlNm1u8ceKvtoNbe-vgWp9bGMTz1zEfn98PCJc7lLCC3t9DeahHip9CBTgHKH6UUmYkyyGfVV-2B7atg=s640-c-rw-v1-e365
113,Creamy-Tuscan-Chicken-_Paleo-_-Keto_-2603062,recipe/Creamy-Tuscan-Chicken-_Paleo-_-Keto_-2603062,Creamy Tuscan Chicken (Paleo & Keto),580,42.0,36.0,13.0,https://lh3.googleusercontent.com/LizdeXo89joJsNP6OPBZ5GKDu88G9kUI7lZHNFCCPlhthgseKlYmxGkfzJhPIrW2itVN5jEoZIPaMp6yxUPHFXk,31783,https://lh3.googleusercontent.com/LizdeXo89joJsNP6OPBZ5GKDu88G9kUI7lZHNFCCPlhthgseKlYmxGkfzJhPIrW2itVN5jEoZIPaMp6yxUPHFXk=s640-c-rw-v1-e365
125,Coconut-Chicken-Curry-9087953,recipe/Coconut-Chicken-Curry-9087953,Coconut Chicken Curry,410,26.0,35.0,14.0,https://lh3.googleusercontent.com/fLKawhrzfiM_KT9KgEOi4Cym472dpI-v7pXFYPYDUMcABYgEi2bmgSTGitZ6xE9_gTAsdSfu7aHgDbJZ8c4-2g,1399,https://lh3.googleusercontent.com/fLKawhrzfiM_KT9KgEOi4Cym472dpI-v7pXFYPYDUMcABYgEi2bmgSTGitZ6xE9_gTAsdSfu7aHgDbJZ8c4-2g=s640-c-rw-v1-e365
130,Crisp-Bean-Burritos-2433532,recipe/Crisp-Bean-Burritos-2433532,Crisp Bean Burritos,560,52.0,10.0,14.0,https://lh3.googleusercontent.com/Ny-Yt7uBN0eXW8EB-ErLXu6WVQkdBVCUyGdaPQX6GJMJKeJ2uhBFm3O8c6w2cZ-D3hWWy4pNluXiSe6U_z8wiA,26206,https://lh3.googleusercontent.com/Ny-Yt7uBN0eXW8EB-ErLXu6WVQkdBVCUyGdaPQX6GJMJKeJ2uhBFm3O8c6w2cZ-D3hWWy4pNluXiSe6U_z8wiA=s640-c-rw-v1-e365
135,10-Minute-Maple-Crusted-Salmon-2209525,recipe/10-Minute-Maple-Crusted-Salmon-2209525,10-Minute Maple-Crusted Salmon,410,23.0,35.0,14.0,https://lh3.googleusercontent.com/-NtbLnwTrxask-Y1P5Yy96gEkJ9TImUBsaJ-LhDzd89sJNshDf9-dte7g9MnVbuKJ3dK4eta4smTn8oJBaN9Vg,10921,https://lh3.googleusercontent.com/-NtbLnwTrxask-Y1P5Yy96gEkJ9TImUBsaJ-LhDzd89sJNshDf9-dte7g9MnVbuKJ3dK4eta4smTn8oJBaN9Vg=s640-c-rw-v1-e365
152,Quick-_-Easy-Chicken-Curry-9123244,recipe/Quick-_-Easy-Chicken-Curry-9123244,Quick & Easy Chicken Curry,450,33.0,25.0,15.0,https://lh3.googleusercontent.com/h9dZFlJlIufbPGsrIYKCYQ4PpaHPB7klpFNyDNTpYCK4rY7vLOp2X-6Fe-EAhvcK7-KMOlhmOJHe8MeBNBXT_w0,1342,https://lh3.googleusercontent.com/h9dZFlJlIufbPGsrIYKCYQ4PpaHPB7klpFNyDNTpYCK4rY7vLOp2X-6Fe-EAhvcK7-KMOlhmOJHe8MeBNBXT_w0=s640-c-rw-v1-e365
155,Parmesan-Chicken-Casserole-2650346,recipe/Parmesan-Chicken-Casserole-2650346,Parmesan Chicken Casserole,520,30.0,46.0,16.0,https://lh3.googleusercontent.com/e_Vm-iFWUvIG-gFpl_rs_AfalSg3Pn0HOEshy_0_MoL9Vvo7BK934hNF0M-CEZBeV_iiCYg6BOlIX8fYDVdLwg,145525,https://lh3.googleusercontent.com/e_Vm-iFWUvIG-gFpl_rs_AfalSg3Pn0HOEshy_0_MoL9Vvo7BK934hNF0M-CEZBeV_iiCYg6BOlIX8fYDVdLwg=s640-c-rw-v1-e365
160,Super-Cheesy-Cauliflower-_Mac_-And-Cheese-9029405,recipe/Super-Cheesy-Cauliflower-_Mac_-And-Cheese-9029405,"Super Cheesy Cauliflower ""Mac"" And Cheese",450,33.0,24.0,16.0,https://lh3.googleusercontent.com/bXoZhYzLqUzahrIsxB7Mgwc1VLBiiEpsWsimfm_Xo3NqaXTjm52rtPQgNQNnnNNydAwwYcT7aCaFmo_CPpYP,10035,https://lh3.googleusercontent.com/bXoZhYzLqUzahrIsxB7Mgwc1VLBiiEpsWsimfm_Xo3NqaXTjm52rtPQgNQNnnNNydAwwYcT7aCaFmo_CPpYP=s640-c-rw-v1-e365
164,30-Minute-BBQ-Baby-Back-Ribs-2436617,recipe/30-Minute-BBQ-Baby-Back-Ribs-2436617,30-Minute BBQ Baby Back Ribs,500,27.0,43.0,16.0,https://lh3.googleusercontent.com/f07HEFS5O7dzFH14X6AXKFvT_qqGzabmx5L0HW8ReL2gtPhiCr43zBl5_7ZsoIk5vUzHosD2YarJsGS1E4zX,4285,https://lh3.googleusercontent.com/f07HEFS5O7dzFH14X6AXKFvT_qqGzabmx5L0HW8ReL2gtPhiCr43zBl5_7ZsoIk5vUzHosD2YarJsGS1E4zX=s640-c-rw-v1-e365
171,Cajun-Shrimp-and-Sausage-Vegetable-Sheet-Pan-2435094,recipe/Cajun-Shrimp-and-Sausage-Vegetable-Sheet-Pan-2435094,Cajun Shrimp and Sausage Vegetable Sheet Pan,450,34.0,19.0,16.0,https://lh3.googleusercontent.com/heOOaw9RRRxCVn9KI3p7pvJp5dMEP46SWD0JZqROM2_F3Owfs47cPCrVooaySTyrhu5SWjjs2bvLArt8wIxJkA,31988,https://lh3.googleusercontent.com/heOOaw9RRRxCVn9KI3p7pvJp5dMEP46SWD0JZqROM2_F3Owfs47cPCrVooaySTyrhu5SWjjs2bvLArt8wIxJkA=s640-c-rw-v1-e365
196,Easy-Sheet-Pan-Greek-Chicken-with-Grape-Tomatoes_-Artichoke-Hearts_-and-Red-Onion-9084764,recipe/Easy-Sheet-Pan-Greek-Chicken-with-Grape-Tomatoes_-Artichoke-Hearts_-and-Red-Onion-9084764,"Easy Sheet Pan Greek Chicken with Grape Tomatoes, Artichoke Hearts, and Red Onion",500,29.0,44.0,18.0,https://lh3.googleusercontent.com/4gYKqBtDRK2Jx84ICbQhkRTLoeUQidj5ZeaOeo3qb7Mvn9RNlAX3F7vSsg7pMhIJpNgLc6EGPv0IPF22hhxt,1757,https://lh3.googleusercontent.com/4gYKqBtDRK2Jx84ICbQhkRTLoeUQidj5ZeaOeo3qb7Mvn9RNlAX3F7vSsg7pMhIJpNgLc6EGPv0IPF22hhxt=s640-c-rw-v1-e365
198,Creamy-Cheesy-Brussels-Sprouts-with-Bacon-2592281,recipe/Creamy-Cheesy-Brussels-Sprouts-with-Bacon-2592281,Creamy Cheesy Brussels Sprouts with Bacon,520,41.0,23.0,18.0,https://lh3.googleusercontent.com/KAJjtu0vUDrbeucTikzZLMt9Fr3X42xI2cZsk4_51npAc8JfvDYIdW6igmqs0q7XYfGRRxjVHmKzuB-FcuxtBw,4443,https://lh3.googleusercontent.com/KAJjtu0vUDrbeucTikzZLMt9Fr3X42xI2cZsk4_51npAc8JfvDYIdW6igmqs0q7XYfGRRxjVHmKzuB-FcuxtBw=s640-c-rw-v1-e365
201,5-Ingredient-Honey-BBQ-Baked-Chicken-Wings-9029543,recipe/5-Ingredient-Honey-BBQ-Baked-Chicken-Wings-9029543,5-Ingredient Honey-BBQ Baked Chicken Wings,510,30.0,40.0,18.0,https://lh3.googleusercontent.com/zx0QKpN_34J8KbtIygsOdI-OHh_gt1ELdO-xjbtCxW7VKg9WNXt4EqFQZkyrhG5vkZxWHMxf7qRbL99bFYHYImI,10897,https://lh3.googleusercontent.com/zx0QKpN_34J8KbtIygsOdI-OHh_gt1ELdO-xjbtCxW7VKg9WNXt4EqFQZkyrhG5vkZxWHMxf7qRbL99bFYHYImI=s640-c-rw-v1-e365
209,Barbecue-Baked-Chicken-Legs-9073054,recipe/Barbecue-Baked-Chicken-Legs-9073054,Barbecue Baked Chicken Legs,440,21.0,41.0,18.0,https://lh3.googleusercontent.com/_527oaBCI-hfjxiHs37gu8XoR4hdAZiCI3JaeW2nUVeojr6SP_Y34gK9gj4sQ-3B6jEtJP21wgrPv_ls9ubh,1450,https://lh3.googleusercontent.com/_527oaBCI-hfjxiHs37gu8XoR4hdAZiCI3JaeW2nUVeojr6SP_Y34gK9gj4sQ-3B6jEtJP21wgrPv_ls9ubh=s640-c-rw-v1-e365
212,Classic-Chicken-Parmesan-2512203,recipe/Classic-Chicken-Parmesan-2512203,Classic Chicken Parmesan,480,22.0,51.0,19.0,https://lh3.googleusercontent.com/lA8nMzij1ChOG7wSgEqg9f8IA6jP2UG8cYvnOBGpf4RJll44F7rojn9oCSYJj7tIXjLqyBTxaaGub7rWbGy5GSs,17406,https://lh3.googleusercontent.com/lA8nMzij1ChOG7wSgEqg9f8IA6jP2UG8cYvnOBGpf4RJll44F7rojn9oCSYJj7tIXjLqyBTxaaGub7rWbGy5GSs=s640-c-rw-v1-e365
218,Man-Pleasing-Chicken-608913,recipe/Man-Pleasing-Chicken-608913,Man-Pleasing Chicken,490,30.0,33.0,19.0,https://lh5.ggpht.com/UwNbjIdEdFmkETuO0pjnBvhuPkgXVskHco3qA5lV1xInenr6jiXt3zljBt9-TptV_oi-xcG_TQuS3dltp-gURQ,252391,https://lh5.ggpht.com/UwNbjIdEdFmkETuO0pjnBvhuPkgXVskHco3qA5lV1xInenr6jiXt3zljBt9-TptV_oi-xcG_TQuS3dltp-gURQ=s640-c-rw-v1-e365
220,Toad-in-the-Hole-9067252,recipe/Toad-in-the-Hole-9067252,Toad in the Hole,520,39.0,24.0,19.0,https://lh3.googleusercontent.com/WgJwBoE8-dgf6KsKyRpaC0Grw0W0877ZqKsarWdRFC_eCoUbmo1EPHAiFcBcQ656JTfDc3X1EGatMIxOjzOYvw,129,https://lh3.googleusercontent.com/WgJwBoE8-dgf6KsKyRpaC0Grw0W0877ZqKsarWdRFC_eCoUbmo1EPHAiFcBcQ656JTfDc3X1EGatMIxOjzOYvw=s640-c-rw-v1-e365
261,Crispy-Parmesan-Garlic-Chicken-With-Zucchini-2577856,recipe/Crispy-Parmesan-Garlic-Chicken-With-Zucchini-2577856,Crispy Parmesan Garlic Chicken With Zucchini,430,29.0,21.0,20.0,https://lh3.googleusercontent.com/Donn46oFdRRn0Lf2H2ATy3lDG-Hqy8lSjqDEvia9YQTy5bydTwR5dxOj8oonQN2hvciyR-zW8SbQBGdivFsG_A,199810,https://lh3.googleusercontent.com/Donn46oFdRRn0Lf2H2ATy3lDG-Hqy8lSjqDEvia9YQTy5bydTwR5dxOj8oonQN2hvciyR-zW8SbQBGdivFsG_A=s640-c-rw-v1-e365
272,Amazing-Four-Cheese-Mac-And-Cheese-9029409,recipe/Amazing-Four-Cheese-Mac-And-Cheese-9029409,Amazing Four-Cheese Mac And Cheese,470,34.0,20.0,21.0,https://lh3.googleusercontent.com/3FxmwbPmrp2c-oG-DQNVr1qTOkUqBr3OJDjPNKXQiJJMOTatqzqs17XvYgQSg_zMjTqUXRG27fNu2_DZlPEAfw,9106,https://lh3.googleusercontent.com/3FxmwbPmrp2c-oG-DQNVr1qTOkUqBr3OJDjPNKXQiJJMOTatqzqs17XvYgQSg_zMjTqUXRG27fNu2_DZlPEAfw=s640-c-rw-v1-e365
273,Creme-Brulee-2670941,recipe/Creme-Brulee-2670941,Crème Brûlée,450,40.0,5.0,21.0,https://lh3.googleusercontent.com/MLGnr5fY4ymKIZS3mpBK2Y4q5b8hgANxC_khTKrAabFGybrN-oO8N8mryoWSBNwBsbcQxjOWAuaWhQyaSf_pjw,3189,https://lh3.googleusercontent.com/MLGnr5fY4ymKIZS3mpBK2Y4q5b8hgANxC_khTKrAabFGybrN-oO8N8mryoWSBNwBsbcQxjOWAuaWhQyaSf_pjw=s640-c-rw-v1-e365
275,Baked-Seafood-Stuffed-Avocados-2720356,recipe/Baked-Seafood-Stuffed-Avocados-2720356,Baked Seafood Stuffed Avocados,540,43.0,27.0,21.0,https://lh3.googleusercontent.com/7gZjzE7i27IVZerAMvffZw4lZcMAzk3k2DT4vphe5Z2pf3-atWhBc14T74uw6J693yjknPp7W_VXmryV1dSihQ,4553,https://lh3.googleusercontent.com/7gZjzE7i27IVZerAMvffZw4lZcMAzk3k2DT4vphe5Z2pf3-atWhBc14T74uw6J693yjknPp7W_VXmryV1dSihQ=s640-c-rw-v1-e365
284,Best-Salmon-Patties-2502752,recipe/Best-Salmon-Patties-2502752,Best Salmon Patties,480,21.0,49.0,22.0,https://lh3.googleusercontent.com/q4W8GdXAu74okt5zGTyfIq-HapNptSvIg8dSkW6XH0O0mN5P8j6ejRUYqsRi12_jbk2O3-fAIb5qvoBZp3M5UQ,6300,https://lh3.googleusercontent.com/q4W8GdXAu74okt5zGTyfIq-HapNptSvIg8dSkW6XH0O0mN5P8j6ejRUYqsRi12_jbk2O3-fAIb5qvoBZp3M5UQ=s640-c-rw-v1-e365
287,Parmesan-Baked-Pork-Chops-2092611,recipe/Parmesan-Baked-Pork-Chops-2092611,Parmesan Baked Pork Chops,530,24.0,54.0,22.0,https://lh3.googleusercontent.com/SrZOd45QwotI5baTKwupRgxA8hanLLu1JKz638EyOpIfPsYHpUESJJPAWWEgrAF-B4je0U-DaQ3mckrTN7YlFjg,93235,https://lh3.googleusercontent.com/SrZOd45QwotI5baTKwupRgxA8hanLLu1JKz638EyOpIfPsYHpUESJJPAWWEgrAF-B4je0U-DaQ3mckrTN7YlFjg=s640-c-rw-v1-e365
289,Pan-fried-Eggplant-With-Balsamic_-Basil_-and-Capers-2579679,recipe/Pan-fried-Eggplant-With-Balsamic_-Basil_-and-Capers-2579679,"Pan-fried Eggplant With Balsamic, Basil, and Capers",570,54.0,3.0,22.0,https://lh4.ggpht.com/JKxxTA_XKaDgXFVcE0wyztXikEmDNcK5T5x6qQ8lALHkEqP9oYKtMkPvgxEaXv0RBaiFR9etj5pSH61K0GBSeQ,3939,https://lh4.ggpht.com/JKxxTA_XKaDgXFVcE0wyztXikEmDNcK5T5x6qQ8lALHkEqP9oYKtMkPvgxEaXv0RBaiFR9etj5pSH61K0GBSeQ=s640-c-rw-v1-e365
293,Grilled-Cheese-Hot-Dogs-2576089,recipe/Grilled-Cheese-Hot-Dogs-2576089,Grilled Cheese Hot Dogs,560,42.0,23.0,23.0,https://lh3.googleusercontent.com/0-LbgMQDnL-OSrddMh3FygJB55yeyHMnJPadl24nMxXwZU--nAmBP2YxRQ3cBUoO2kMikGDrc7OA1F8Ac_UuhQ,24797,https://lh3.googleusercontent.com/0-LbgMQDnL-OSrddMh3FygJB55yeyHMnJPadl24nMxXwZU--nAmBP2YxRQ3cBUoO2kMikGDrc7OA1F8Ac_UuhQ=s640-c-rw-v1-e365
300,Quick-_-Easy-4-Ingredient-Broccoli-Cheese-Soup-1873692,recipe/Quick-_-Easy-4-Ingredient-Broccoli-Cheese-Soup-1873692,Quick & Easy 4 Ingredient Broccoli Cheese Soup,460,31.0,23.0,23.0,https://lh3.googleusercontent.com/Z3lcm3-9PShffwQ5CxjVN_38DzfrF84IHwF_-ZRre10VhveMxoXWvoYr6C1dZLJqUrKjS66W7d0aS6bMqWdLeQ,161730,https://lh3.googleusercontent.com/Z3lcm3-9PShffwQ5CxjVN_38DzfrF84IHwF_-ZRre10VhveMxoXWvoYr6C1dZLJqUrKjS66W7d0aS6bMqWdLeQ=s640-c-rw-v1-e365
305,Potatoes-Au-Gratin-2244864,recipe/Potatoes-Au-Gratin-2244864,Potatoes Au Gratin,600,53.0,11.0,23.0,https://lh3.googleusercontent.com/1UaqgvAZrw346jUpat4-at6mkz6-Jhjymn8AkVY2Kwu48E0TXbuH9OnhsR_k5OF-5UV_MSxx6qbnFPnawzTtqQ,14944,https://lh3.googleusercontent.com/1UaqgvAZrw346jUpat4-at6mkz6-Jhjymn8AkVY2Kwu48E0TXbuH9OnhsR_k5OF-5UV_MSxx6qbnFPnawzTtqQ=s640-c-rw-v1-e365
311,Citrus-Shrimp-and-Avocado-Salad-2277560,recipe/Citrus-Shrimp-and-Avocado-Salad-2277560,Citrus Shrimp and Avocado Salad,450,29.0,32.0,24.0,https://lh3.googleusercontent.com/ULHa1vov5NZURqkRaiFTtb2o1uaT6ZprKwiCE-ohOvotXHdJ8RKHpEXSiJW8Zf9SEjZhNDJB8E7L4Cs7k2sLyA,11524,https://lh3.googleusercontent.com/ULHa1vov5NZURqkRaiFTtb2o1uaT6ZprKwiCE-ohOvotXHdJ8RKHpEXSiJW8Zf9SEjZhNDJB8E7L4Cs7k2sLyA=s640-c-rw-v1-e365
317,Avocado-Breakfast-Bowl-2314692,recipe/Avocado-Breakfast-Bowl-2314692,Avocado Breakfast Bowl,410,35.0,12.0,24.0,https://lh3.googleusercontent.com/u8SVcb6wU501_kflmCMVrCG6U6n9XTqJLXai2PqHh62kDGWZWGJF90Zb09PvuGYftD0666-UgB47tvpRDfLV,5030,https://lh3.googleusercontent.com/u8SVcb6wU501_kflmCMVrCG6U6n9XTqJLXai2PqHh62kDGWZWGJF90Zb09PvuGYftD0666-UgB47tvpRDfLV=s640-c-rw-v1-e365
321,Lime-Butter-Salmon-in-Foil-with-Summer-Veggies-2592104,recipe/Lime-Butter-Salmon-in-Foil-with-Summer-Veggies-2592104,Lime Butter Salmon in Foil with Summer Veggies,500,32.0,29.0,25.0,https://lh3.googleusercontent.com/Xm15FL4xYQgL918cArlcJkqNMD42SoFG2JhqT5WNUJcgTMnr-T03W6Qpnh2qH6i_u6YXy2wMiFaBDxuroX23,1812,https://lh3.googleusercontent.com/Xm15FL4xYQgL918cArlcJkqNMD42SoFG2JhqT5WNUJcgTMnr-T03W6Qpnh2qH6i_u6YXy2wMiFaBDxuroX23=s640-c-rw-v1-e365
332,Easy-Glazed-Honey-Balsamic-Chicken-2559757,recipe/Easy-Glazed-Honey-Balsamic-Chicken-2559757,Easy Glazed Honey Balsamic Chicken,470,10.0,68.0,26.0,https://lh3.googleusercontent.com/X5qtXaxWL23vqORuT1l3RCPfjelUfHyxrp0u6uCDfuNbWtHZ3CKdteQern2s2J27NEm33kZqkjAuvEATmo1ejH4,39376,https://lh3.googleusercontent.com/X5qtXaxWL23vqORuT1l3RCPfjelUfHyxrp0u6uCDfuNbWtHZ3CKdteQern2s2J27NEm33kZqkjAuvEATmo1ejH4=s640-c-rw-v1-e365
337,5-Minute-Buffalo-Chicken-Wraps-9124303,recipe/5-Minute-Buffalo-Chicken-Wraps-9124303,5 Minute Buffalo Chicken Wraps,470,29.0,25.0,27.0,https://lh3.googleusercontent.com/P-ZQx8DIXSw7pHPbD3Y_IggRsVMxBaeOvsi37-k3jJzfLLXlVG_pl3J0EnfTC0C_RPXNrpP678ZIhsxBXA1x,7652,https://lh3.googleusercontent.com/P-ZQx8DIXSw7pHPbD3Y_IggRsVMxBaeOvsi37-k3jJzfLLXlVG_pl3J0EnfTC0C_RPXNrpP678ZIhsxBXA1x=s640-c-rw-v1-e365
352,Home-Style-Meatloaf-2059175,recipe/Home-Style-Meatloaf-2059175,Home-Style Meatloaf,420,21.0,29.0,28.0,https://lh3.googleusercontent.com/5XAF3-3J0H0FjAd5n0_7pO7YRKDDK9BlOmIJlw6Ly2O8hdfm37ukMn2LfY1KPL9a8XXsL2d5fZjXX2mOvA3rmo0,31625,https://lh3.googleusercontent.com/5XAF3-3J0H0FjAd5n0_7pO7YRKDDK9BlOmIJlw6Ly2O8hdfm37ukMn2LfY1KPL9a8XXsL2d5fZjXX2mOvA3rmo0=s640-c-rw-v1-e365
