name,fat,protein,carb,calories,recipeLink,recipeName,recipeUrl,click_count
Two-Two-Easy-Peach-Cobbler-2255794,10.0,30.0,17.0,270,recipe/Two-Two-Easy-Peach-Cobbler-2255794,Two Two Easy Peach Cobbler,https://lh3.googleusercontent.com/OJRBP8rrN9layuovXflrIcLp63ztpVgBPE6bdbjXUDg97cOFwybWUCtZV2zYWyg-Bk9VwxiEcYj_Shpr_WMquA,11730
Easy-Sheet-Pan-Chicken-Fajitas-_Whole30-Paleo-Keto_-2715542,4.0,1.0,17.0,100,recipe/Easy-Sheet-Pan-Chicken-Fajitas-_Whole30-Paleo-Keto_-2715542,Easy Sheet Pan Chicken Fajitas (Whole30 Paleo Keto),https://lh3.googleusercontent.com/5Utze3UoD0zVxgPJEX6ykOcTEzzBnd_EJg6geQNMhL3xWfTip8dPK_m_efye1zjq6SpmM_lUNFw_Rloor3Fd1uI,106834
One-Pan-Chicken-and-Broccoli-2472990,13.0,8.0,17.0,220,recipe/One-Pan-Chicken-and-Broccoli-2472990,One Pan Chicken and Broccoli,https://lh3.googleusercontent.com/qkbp-V6sOgzAdsPK_SGViQL5yxyWO5xZ91DpTLoX5aUdvohgH4MEqMFJyaPEm-BcsqEdKBiKVRKSeGxsVsdyyg,5515
Mexican-Wedding-Cookies-9088916,9.0,1.0,17.0,150,recipe/Mexican-Wedding-Cookies-9088916,Mexican Wedding Cookies,https://lh3.googleusercontent.com/nGvyrjlVNfzwSVoTZZmlY9B05lJ0ebhGBz4j6zhfzpegb7FJjSkzykzKHkJSWi1zvH8rb2t_nAs3-TpPlqW9,1248
Blueberry-Banana-Oat-Bars-2563439,10.0,3.0,17.0,170,recipe/Blueberry-Banana-Oat-Bars-2563439,Blueberry Banana Oat Bars,https://lh3.googleusercontent.com/YtkheUyq_2b3JYVg4plbps8D2UudtXsaoUN6VYltra4YcfDfaVlPQ_GwCT8uO0J0QlNGeyBAvb6Yknk_oys4DnU,49003
Sheet-Pan-Garlic-Lemon-Butter-Salmon-2571801,20.0,17.0,17.0,310,recipe/Sheet-Pan-Garlic-Lemon-Butter-Salmon-2571801,Sheet Pan Garlic Lemon Butter Salmon,https://lh3.googleusercontent.com/h9mn6Njdxmv-VPi0SfwBJK5eJ7yTsYN2bv_MWk3cfl4RXjP1qjcHN9cGFNGAbxNca2v5gY4f6YRn8nysr5OvSw,24925
Thai-Chicken-Coconut-Curry-2556801,7.0,4.0,17.0,120,recipe/Thai-Chicken-Coconut-Curry-2556801,Thai Chicken Coconut Curry,https://lh3.googleusercontent.com/oUmFX9Z68g-t-X9PBaeXWJX7xPaqeZfhqn2Vobqc5aVOhFCPFeymC48fcz7iwiLa9ua2zwwEmJeGOJESivQPnQ,31184
Amazing-Rosemary-Sweet-Potato-Fries-9029475,50.0,15.0,176.0,1190,recipe/Amazing-Rosemary-Sweet-Potato-Fries-9029475,Amazing Rosemary Sweet Potato Fries,https://lh3.googleusercontent.com/zlDf1Z9rTqVqWn91UAdyEbK_fMX_-pKxdQegKE0mi6hkRueg5ubRtqTFW8UiCTZvvPYgIY-fDVFSCBvMQ2mWUL8,5739
Chicken-with-Rosemary-Butter-Sauce-2641288,16.0,21.0,178.0,950,recipe/Chicken-with-Rosemary-Butter-Sauce-2641288,Chicken with Rosemary Butter Sauce,https://lh3.googleusercontent.com/_tNHy9sj9SrZx8-_gYtxiGElIUMgLU4AhruDpg_G736nAd9zma6HfTtWBR3NcE2pfJd06LYa25Ll0MC5bFF-IA,193059
Copycat-Crunchwrap-Supreme-2361243,6.0,35.0,18.0,280,recipe/Copycat-Crunchwrap-Supreme-2361243,Copycat Crunchwrap Supreme,https://lh3.googleusercontent.com/of7ZAyaNQ4p58i547JVqzP-a9XDRGKCdjnadLs84Lu6ZRPv1ftX3JJ124bKgWqKNHdvqNBhGvZyyDzcsKwygMxw,15712
Focaccia-2346620,1.5,4.0,18.0,100,recipe/Focaccia-2346620,Focaccia,https://lh3.googleusercontent.com/AYmMVGH7mXJ5Xh2EkWxHe1qn5WMTeCMZn9wszTMR-5OpTAhbn_QnEqLHpbjpbCH6gItc2-k1lgECAYJIPugrUg,1641
Loaded-Juicy-Lucy-Sheet-Pan-Sliders-2636616,41.0,23.0,18.0,520,recipe/Loaded-Juicy-Lucy-Sheet-Pan-Sliders-2636616,Loaded Juicy Lucy Sheet Pan Sliders,https://lh3.googleusercontent.com/x0KD4T7XGnuzLEqIkT-nwvMfTAdpVl2uIBG-ArwuwWmEq3gYVsnQe86ewAMmr1IVo7Eod8Qh68mz7wOwFlh-yQ,18088
Easy-Sheet-Pan-Greek-Chicken-with-Grape-Tomatoes_-Artichoke-Hearts_-and-Red-Onion-9084764,29.0,44.0,18.0,500,recipe/Easy-Sheet-Pan-Greek-Chicken-with-Grape-Tomatoes_-Artichoke-Hearts_-and-Red-Onion-9084764,"Easy Sheet Pan Greek Chicken with Grape Tomatoes, Artichoke Hearts, and Red Onion",https://lh3.googleusercontent.com/4gYKqBtDRK2Jx84ICbQhkRTLoeUQidj5ZeaOeo3qb7Mvn9RNlAX3F7vSsg7pMhIJpNgLc6EGPv0IPF22hhxt,1757
Low-Carb-Mushroom-_-Spinach-Cauliflower-Rice-2608900,29.0,4.0,18.0,320,recipe/Low-Carb-Mushroom-_-Spinach-Cauliflower-Rice-2608900,Low Carb Mushroom & Spinach Cauliflower Rice,https://lh3.googleusercontent.com/ruWv09Y43LudcQgRwNKSUbB-pczLKRHTkA5B4n_9G1uI6opeZQmabrtSy4vVIZOsl86V2bEIR96DwKySpnixeg,27894
Chewy-Crispy-Peanut-Butter-Cookies-9029511,5.0,3.0,18.0,130,recipe/Chewy-Crispy-Peanut-Butter-Cookies-9029511,Chewy-Crispy Peanut Butter Cookies,https://lh3.googleusercontent.com/xMkHIDre19ZJK0ZYtYqbVHPlaUaY4gQ7ZWxVrHkgGWoWUUaL80qSaXywvmVNBJO41NnVLNjX_RCzOhkDZ8O9,12375
Crispy-Roasted-Cabbage-Steaks-2530989,18.0,4.0,18.0,240,recipe/Crispy-Roasted-Cabbage-Steaks-2530989,Crispy Roasted Cabbage Steaks,https://lh3.googleusercontent.com/MYau7re_SHtL9knhhEjKCLtl7JgcufVYSeFld1IqQ4Mr7vdv9ZRwY6HWk0ZH0N8zEshrVQed7hxGZbg-qV1rsA,11550
Sheet-Pan-French-Toast-for-a-Crowd-9029521,30.0,40.0,18.0,510,recipe/Sheet-Pan-French-Toast-for-a-Crowd-9029521,Sheet Pan French Toast for a Crowd,https://lh3.googleusercontent.com/hXIl3hggRDuGByKRZvuiBHGCmjmjuv83FC_o5CytiaudomHm0FA3sGvmCIO0-ucXqNZ-KfNaB5_J52swn_8vcmU,3007
No-Dough-Pizza-2406652,0.0,2.0,18.0,60,recipe/No-Dough-Pizza-2406652,No Dough Pizza,https://lh3.googleusercontent.com/11AQQp4jXFhOh1aSfmmYOe2uqpS1vRU3BmHbTl1vfDp59j2HucNk40-i8cq_S3J4bJ15ooxlqBvJBY_U1P0Fs5s,26637
Better-than-Potatoes-Cheesy-Cauliflower-Puree-_Low-Carb_-2171866,13.0,7.0,18.0,200,recipe/Better-than-Potatoes-Cheesy-Cauliflower-Puree-_Low-Carb_-2171866,“Better than Potatoes” Cheesy Cauliflower Puree (Low Carb),https://lh3.googleusercontent.com/nG9aPv3rTyOLBRP6_Rfs6OJDktuZmXZWA-Crb0iXtqQ4Gr6LIyVg2xelGIYs0a9JjU0LiH0KlqxkACUfsNJYmA,6767
Teriyaki-Green-Beans-2517513,9.0,6.0,18.0,160,recipe/Teriyaki-Green-Beans-2517513,Teriyaki Green Beans,https://lh3.googleusercontent.com/5HVkvf3ItyvIk6D8DLHsZO1sSMh1wiLCP9xAjLOd8O-l6Lq7WwNkQO5oIVLK2cvoW1-wdsJVNtCBy4LhgjjrduU,22910
Mashed-Butternut-Squash-With-Goat-Cheese-and-Rosemary-2537966,6.0,7.0,18.0,150,recipe/Mashed-Butternut-Squash-With-Goat-Cheese-and-Rosemary-2537966,Mashed Butternut Squash With Goat Cheese and Rosemary,https://lh3.googleusercontent.com/p9D6AkZPwWd0vqfKzZs2yRB2pMABR96rQUU28Sd4qL6DjJMrisOEZtX_iuo0zvc-zWMiBcdE-Y_DOpP1ETjwEx4,2112
5-Ingredient-Mexican-Brown-Rice-2241106,10.0,2.0,18.0,170,recipe/5-Ingredient-Mexican-Brown-Rice-2241106,5 Ingredient Mexican Brown Rice,https://lh3.googleusercontent.com/Lx3JKEFU_2BUVmJ8706V7N-intpLovkyTrrdd6o7xnxs4R69ZLwAFsZ1DpM9epCZRQe8a_AOzVyqcUcvj0pqp5A,94583
Breadsticks-2559482,5.0,3.0,18.0,130,recipe/Breadsticks-2559482,Breadsticks,https://lh3.googleusercontent.com/Ioi6LyDqtVgejbODd0rtpV5_s00xo4M6iQoNY10WGg4xCXaEzZI75rJK2DiuRFsqm7tQbPktwIDWfn1nkOWG,373
Egg-Fried-Rice-2535076,3.5,24.0,18.0,200,recipe/Egg-Fried-Rice-2535076,Egg Fried Rice,https://lh3.googleusercontent.com/QykaKBfWnkLkc0D_TsLGVuER8R9ngcrm1zvxpkVxyx0-_-XEEudhpHfgNKyZQezPv7mxjzruHVNrTr0IBS7V-GA,19450
Brioche-French-Toast-2286354,21.0,41.0,18.0,440,recipe/Brioche-French-Toast-2286354,Brioche French Toast,https://lh3.googleusercontent.com/u8BMV6zvi3ZDN-1SMMSbr-iJ9brB8ceJchfBzKjpyXRMTD1oocZ3pILvQEBQ1WeDEsfB38G3zooDBu9vKM6W,3951
Easy-10-Minute-Asian-Zucchini-Noodles-_low-carb_-Paleo_-2312684,49.0,40.0,18.0,680,recipe/Easy-10-Minute-Asian-Zucchini-Noodles-_low-carb_-Paleo_-2312684,"Easy 10 Minute Asian Zucchini Noodles (low-carb, Paleo)",https://lh3.googleusercontent.com/vohGczQyTwDhTX0_IPedzBNdIDP0Y-t_r_VeBOTOBxAJ9M3uYMENebplXSIdf_MkVDLV0QoqS0-HI6ltUv1Y_Q,50240
Balsamic-Honey-Roasted-Vegetables-2691995,5.0,2.0,18.0,120,recipe/Balsamic-Honey-Roasted-Vegetables-2691995,Balsamic Honey Roasted Vegetables,https://lh3.googleusercontent.com/SGVPsBH5lEVwQs7y8bcNakaZVxEZCf8eu6PEdlbCCpryDFFVlWVQznM-SpNtgErrBr99-1BM64sKkAutWahO3Q,23600
Sopapilla-Cheesecake-9062945,13.0,2.0,18.0,200,recipe/Sopapilla-Cheesecake-9062945,Sopapilla Cheesecake,https://lh3.googleusercontent.com/tLCiYWIe4w4X56yqGwqnL-Qz3DBNb3VopDTrC0Et0ICTYjKvdLBMq9HmJNZite7K2ryn-ee4b6ka50vSPso3,4922
Easy-Sesame-Glazed-Roast-Vegetables-9029549,1.5,3.0,19.0,100,recipe/Easy-Sesame-Glazed-Roast-Vegetables-9029549,Easy Sesame-Glazed Roast Vegetables,https://lh3.googleusercontent.com/4wgKByUWCEyxcN-_rJiDUZTQ9pecYSMoGCWMfFOdxAcN_bZkYTiujY0ZjAD7tJTwL_Fsx5GAqwM3DCyWHgOOHA,4072
Make-Homemade-Rolls-2578829,27.0,0.5,19.0,320,recipe/Make-Homemade-Rolls-2578829,Make Homemade Rolls,https://lh3.googleusercontent.com/o0BX0uV6aJjP6GGSY0Sph8XIFmnRnQnX_ogIPoIGClOylBCT7m1P0wYHKXFBkx8wHcVcG25zZktELT33sf3Z_Q,409
Man-Pleasing-Chicken-608913,30.0,33.0,19.0,490,recipe/Man-Pleasing-Chicken-608913,Man-Pleasing Chicken,https://lh5.ggpht.com/UwNbjIdEdFmkETuO0pjnBvhuPkgXVskHco3qA5lV1xInenr6jiXt3zljBt9-TptV_oi-xcG_TQuS3dltp-gURQ,252391
Banana-Bread-2212634,13.0,24.0,19.0,290,recipe/Banana-Bread-2212634,Banana Bread,https://lh3.googleusercontent.com/64beITpsWc8OZKI5gri-PiLZ4xyGRtYXChJNlB4njyRr3HLy8RtzRu9pTZ-OsRW70lW81j1PVXsOvF4fZsYgMg,124179
The-Only-Salad-Dressing-You_ll-Ever-Need-2568668,30.0,13.0,19.0,380,recipe/The-Only-Salad-Dressing-You_ll-Ever-Need-2568668,The Only Salad Dressing You'll Ever Need,https://lh3.googleusercontent.com/FM7noqHtCcYKPOtteCs1ia_N8VQz76w8P8jkckeExGsUOLVx2uDOXhTK3sdoN05zptK83cHNFkJgRxT7pBJ9,563
Vegan-Pancake-2575969,39.0,24.0,19.0,520,recipe/Vegan-Pancake-2575969,Vegan Pancake,https://lh3.googleusercontent.com/zTxz7qkOCAS7e4Mi_uf1C4FmXjp6Zyi0nAuWAa-beegMIkIlB-vLB9tOa432h2UDLWVvFFnxKHjT9SWj3tcl1N4,369
French-Bread-_Bread-Machine_-2651202,16.0,20.0,19.0,300,recipe/French-Bread-_Bread-Machine_-2651202,French Bread (Bread Machine),https://lh3.googleusercontent.com/7FDkLj0BNAInv58vWRJPjp_G850xk-QuByP7KO9Sraq3NLVEQGYoLCMGEIaD08eXmYdN8tfM9mdRvV1t_yWQnw,543
Dark-Chocolate-Salted-Caramel-Oreo-Pie-2595212,22.0,51.0,19.0,480,recipe/Dark-Chocolate-Salted-Caramel-Oreo-Pie-2595212,Dark Chocolate Salted Caramel Oreo Pie,https://lh3.googleusercontent.com/c_S2yjc4jm3iGPhWGIKM1AyVVGFtV5HAQK9SjZrZZl3WWS5_PR9VNZrpH75iS3mIzqG4-7ZuDp-r9eHK0XomIQ,5606
Orange-Creamsicle-Smoothie-2628955,10.0,11.0,19.0,210,recipe/Orange-Creamsicle-Smoothie-2628955,Orange Creamsicle Smoothie,https://lh3.googleusercontent.com/MZl39YMHT5j1MPp22Yrt-rB1i4_z3YUBU4tGgME-maT_fsr4udOFMZc45yBLtAWGCZ44udJZTf0KxtkKX0N5dg,8555
5-Minute-Million-Dollar-Dip-2434042,12.0,3.0,19.0,200,recipe/5-Minute-Million-Dollar-Dip-2434042,5 Minute Million Dollar Dip,https://lh3.googleusercontent.com/vLWYQ03Rh5nGpJOYT1o31xbILT4swnFalV8rsF8cv9SulJ6UwE3ngFVvPaXMkAYrN2u4R_JROc0WC4t3nF_ngQ,13299
Garlic-Butter-Quinoa-2421550,3.0,4.0,19.0,110,recipe/Garlic-Butter-Quinoa-2421550,Garlic Butter Quinoa,https://lh3.googleusercontent.com/q3WLXuMh77PxEGqaT4Y71M-GZtlVNrrCpQTNi1oVzKD948d7ZGhNAUJnVONk_yoXHB9Zw4FrcjoLfVV0e_RwsQ,5389
Easy-Shortcut-Cinnamon-Rolls-1878413,2.5,4.0,19.0,120,recipe/Easy-Shortcut-Cinnamon-Rolls-1878413,Easy Shortcut Cinnamon Rolls,https://lh3.googleusercontent.com/u0TjTd3OBhfT-Fpqf1mCmkJhhZo-wqgCbTHae6RCPkLaE0PLO4IWQnuwjmbVN0GDSg2H73n7vXxmZ8f3gYBjkg,11539
Homemade-Soft-Flour-Tortillas-1089221,27.0,0.0,2.0,250,recipe/Homemade-Soft-Flour-Tortillas-1089221,Homemade Soft Flour Tortillas,https://lh3.googleusercontent.com/s9W4ev3xDqcBMVUZ9fbSNWsCfba5gcoTj55xpgXqxX0CvNVy3yeZeQrYRvPTq-FTbYjyebdBwlKnjxFtHDjd,10295
How-to-Make-Parmesan-Garlic-Chaffles-9056364,12.0,14.0,2.0,180,recipe/How-to-Make-Parmesan-Garlic-Chaffles-9056364,How to Make Parmesan Garlic Chaffles,https://lh3.googleusercontent.com/W-E0Wi-5oCPxcXoCcQC0ngcAbVCOwF8G2oqtBGmVvNhQpg1Mur1dFF0DYos_revdXOVQCnXLtdU-5peVaE5b2w,854
Garlic-Butter-Sauce-2466717,2.0,26.0,2.0,200,recipe/Garlic-Butter-Sauce-2466717,Garlic Butter Sauce,https://lh3.googleusercontent.com/uizOdcKd6_0v7s0jLGchGly_QGUe4w5goHvYsv0nojFVaEEYgb5MEm2I-ZQWQHP0BdpgV4sDCVAKDOlF4aSF,799
Italian-Chicken-Casserole-9063824,3.5,0.0,2.0,40,recipe/Italian-Chicken-Casserole-9063824,Italian Chicken Casserole,https://lh3.googleusercontent.com/RdqRcrBiwGt98PmIhB86vdNlwzPqB0VPLKDlRm8fZ7WRbnshT05capu_SgFiL0gM5xk37XLhQcSVMAysTiI1pw,5554
Instant-Pot-Creamy-Tuscan-Chicken-Pasta-2342314,23.0,33.0,2.0,350,recipe/Instant-Pot-Creamy-Tuscan-Chicken-Pasta-2342314,Instant Pot™ Creamy Tuscan Chicken Pasta,https://lh3.googleusercontent.com/9q2UAftr15RCQ1EmHH1rJnSj8fZuN5Fmhc6mWFqp8VJafYnf4EJ1JpSI0L89uDVKr7VHtac-cZsyGVOCduWB4A,46140
Sheet-Pan-Steak-and-Veggies-2283257,2.0,6.0,2.0,25,recipe/Sheet-Pan-Steak-and-Veggies-2283257,Sheet Pan Steak and Veggies,https://lh3.googleusercontent.com/i2wed9J1mKrVBfjUdhQc3YuQQ616DofR2pfp1ukPoZgg1hoAJOI4dEM2qnkn5gHzdiVqGEXnNSSeaBExGHfzuQ0,13026
Homemade-German-Spaetzle-2666922,0.0,33.0,2.0,130,recipe/Homemade-German-Spaetzle-2666922,Homemade German Spaetzle,https://lh3.googleusercontent.com/kZW5Z0avDbTTd25mBOqlPAovpPgXScZfOkSORetxYaJdwfMd0hRS_j7mJFAXcAga_pRx8c9zRzwso0cRNHqo6g,453
Low-Carb-Fried-Chicken-2516074,54.0,61.0,2.0,760,recipe/Low-Carb-Fried-Chicken-2516074,Low Carb Fried Chicken,https://lh3.googleusercontent.com/X9JvOuR--4kNKkYFxG5_htQxBx8t1wxIbEfXhyGWom5BokSstoel8YvnrA_6X9BijZe05ZMdYQfYgv5rSkt76w,13108
Garlic-_-Herb-Smashed-Red-Potatoes-2560866,1.0,2.0,2.0,30,recipe/Garlic-_-Herb-Smashed-Red-Potatoes-2560866,Garlic & Herb Smashed Red Potatoes,https://lh3.googleusercontent.com/a3-zZSUO3hUWx4qMB-RLk6AR7kc3fPaPINdxP2CmQNH71D-w987_q-AEg_XzpeFX9Lcl-0-fhTgnnH93YmgZ2g,12851
Homemade-Garlic-Naan-2622019,19.0,5.0,2.0,190,recipe/Homemade-Garlic-Naan-2622019,Homemade Garlic Naan,https://lh3.googleusercontent.com/IYz3FOcAxufcjJy4Lr-hb7oKJ8c6QAOpkDkwJ_cGmtjcKJkziglGyB-IKL9SPV7qNV8gCu0Rt18qgWmS7ee7,1081
Easy-Italian-Roast-Beef-9085170,4.5,0.0,2.0,50,recipe/Easy-Italian-Roast-Beef-9085170,Easy Italian Roast Beef,https://lh3.googleusercontent.com/9I80l5cMOMK0BoFnWj1cHwpD3AnbDE1s2TsLuEIRHg_tUsOUdb1_e-OvBhBjSxpTz4yn6VuDHLUjOF66T2rSxA,4975
Roasted-Broccoli-9067636,12.0,0.0,2.0,110,recipe/Roasted-Broccoli-9067636,Roasted Broccoli,https://lh3.googleusercontent.com/YDnDLjPdFaLdPIT_437tNRQ7pmUvqW0uNrUzYsPJOSngKjr9nirD6deHwOQQ6Ezl5D62XXD4frtig0jGWvFg,11344
Keto-Pancakes-2596137,19.0,26.0,2.0,280,recipe/Keto-Pancakes-2596137,Keto Pancakes,https://lh3.googleusercontent.com/bDatBffSGkb_0su1uS2fKQ5VC-kWBPGARoAltrifMme-8EJ-wlO46OZ5vFmFvI2SfV2e664PwFejTs8UgYx_,20548
Homemade-Apple-Cider-2604413,0.0,0.5,2.0,15,recipe/Homemade-Apple-Cider-2604413,Homemade Apple Cider,https://lh3.googleusercontent.com/B5DTCCICdNUHRjgvkrnbA9CF5Zcl0z2oTLS-pVU8qZyspR1BZ6P8QTPPdBYXKpdIWFbo53D0hQf4e9rPykaO,907
Crock-Pot-Chicken-and-Noodles-2370344,17.0,0.5,2.0,160,recipe/Crock-Pot-Chicken-and-Noodles-2370344,Crock Pot Chicken and Noodles,https://lh3.googleusercontent.com/rJKUjg7eERFeyXTEnVVZRx4598mj8ib0lDeegaTzOv1FZu9vqwhBN6tIYQ1GLKNFh1jMHhmga6Nhwia4qmVgvw,45141
Detox-Drink-That-Burns-Fat-And-Boosts-The-Metabolism-1813802,0.0,0.0,2.0,10,recipe/Detox-Drink-That-Burns-Fat-And-Boosts-The-Metabolism-1813802,Detox Drink That Burns Fat And Boosts The Metabolism,https://lh3.googleusercontent.com/E9NWPWDhOWkWL-UoyZXv_VUJyOKiPZmFzM4P6hyHnG1UvMyIj108mrqKEsyBa8s9ssW2D-TVRT-oCkFSBDIazBI,329537
Slow-Cooker-Garlic-Parmesan-Chicken-2469126,10.0,0.0,2.0,100,recipe/Slow-Cooker-Garlic-Parmesan-Chicken-2469126,Slow Cooker Garlic Parmesan Chicken,https://lh3.googleusercontent.com/JW1S_0XmZ894iVVE8ROwrKTnLbXzTzBbyqW2SVK6cZaZJBprB_d4wZcV5ERTBMlpKMm4AV_6mzBxg8RnDwZgtQ,29087
On-The-Go-Breakfast-Muffins-2640233,7.0,0.0,2.0,70,recipe/On-The-Go-Breakfast-Muffins-2640233,On-The-Go Breakfast Muffins,https://lh3.googleusercontent.com/8GsFqd9m7sAdJ0tzfXWjNjEnoF4Bv182MTNgQEUA2hckZdzsIsFLh4wY7cWyQiuk68_6eJ2IMvIG-668LQpXMA,20067
Vegetable-Ramen-Pad-Thai-2067502,15.0,17.0,2.0,210,recipe/Vegetable-Ramen-Pad-Thai-2067502,Vegetable Ramen Pad Thai,https://lh3.googleusercontent.com/ykbSwex6hc7LzJ5UGrbetZSGnIVXQvoFELzOpVbDrXbzy8qxhfwPIDWhjAGQkmvGbnbDYGR4Le7XVtgKG3O9mw,86036
Parmesan-Crisps-2570468,5.0,0.5,2.0,50,recipe/Parmesan-Crisps-2570468,Parmesan Crisps,https://lh3.googleusercontent.com/rVcZEY4RNnR75DFcVlNpLkTCm4RTEdYnrLm_NPw72oAQfQZ401420BN9xhGVeqdeK43nzG2UdPqJDcVaM_ZrAA,12792
Black-As-Your-Soul-2533811,22.0,11.0,2.0,240,recipe/Black-As-Your-Soul-2533811,Black As Your Soul,https://lh3.googleusercontent.com/AnRCiYxuTTRoGxAWFolowj-ukFUsf3NCoG_RPnq4gJsff8DtmNNmPM1J2JM9TPUnQbyynddS8HGJAOUmdRne1Q,759
California-Roll-Sushi-Bowls-1892980,12.0,5.0,2.0,130,recipe/California-Roll-Sushi-Bowls-1892980,California Roll Sushi Bowls,https://lh3.googleusercontent.com/cTqfYjtSYkvdkF7fcppExZWL7OoHjLsaU_3rGb3luVhTvw0WPClxqCbIx93FWKbDRhdM83WQVktXuX8pTas_uQ,4677
Chocolate-Pots-De-Creme-_Vegan-_-Paleo_-2615006,12.0,0.0,2.0,110,recipe/Chocolate-Pots-De-Creme-_Vegan-_-Paleo_-2615006,Chocolate Pots De Creme (Vegan & Paleo),https://lh3.googleusercontent.com/Q4TbNrfHqnms2BQ1nlcj33niCI3yHq706_jXK8eXRuVFIFqPuXlMLxnRPUx4aRsCXm-nLdS-tEaCv6KQDYEl,4565
5-Ingredient-Sun-Dried-Tomato-and-Spinach-Frittata-9007728,8.0,11.0,2.0,130,recipe/5-Ingredient-Sun-Dried-Tomato-and-Spinach-Frittata-9007728,5 Ingredient Sun-Dried Tomato and Spinach Frittata,https://lh3.googleusercontent.com/QUEOw9lNcF0-9kJgdD6huHo5hgZoLU9Azt4_98iEH2ZDqg7CHz8s-4WR4u8Sofd8vvtUHejerhy4X_gffVUceA,8342
Baked-Seafood-Stuffed-Avocados-2720356,7.0,3.0,2.0,80,recipe/Baked-Seafood-Stuffed-Avocados-2720356,Baked Seafood Stuffed Avocados,https://lh3.googleusercontent.com/7gZjzE7i27IVZerAMvffZw4lZcMAzk3k2DT4vphe5Z2pf3-atWhBc14T74uw6J693yjknPp7W_VXmryV1dSihQ,4553
15-Minute-Homemade-Raspberry-Sauce-2544365,14.0,11.0,2.0,180,recipe/15-Minute-Homemade-Raspberry-Sauce-2544365,15-Minute Homemade Raspberry Sauce,https://lh3.googleusercontent.com/yfPWLvZ526NPX1mTRIjXWOy8rSxBM4lupOyntNVD2CCz9tm6u-9MnOqTIJkMUhw68ZgcYHGdfxxX2KSb8ghDuw,153
Avocado-Breakfast-Bowl-2314692,12.0,15.0,2.0,170,recipe/Avocado-Breakfast-Bowl-2314692,Avocado Breakfast Bowl,https://lh3.googleusercontent.com/u8SVcb6wU501_kflmCMVrCG6U6n9XTqJLXai2PqHh62kDGWZWGJF90Zb09PvuGYftD0666-UgB47tvpRDfLV,5030
Cheesy-Ranch-Chicken-2368662,54.0,61.0,2.0,760,recipe/Cheesy-Ranch-Chicken-2368662,Cheesy Ranch Chicken,https://lh3.googleusercontent.com/9yq-XLwVgqaCJ3dREoSiA_JTr1LUfbW0kLRojyNDKgf5txNSTD5Q6Et2xuf_x6fPGUzhtaXwobEf5u_OAqw6wdE,86046
Breakfast-Bites-2539704,19.0,10.0,2.0,220,recipe/Breakfast-Bites-2539704,Breakfast Bites,https://lh3.googleusercontent.com/JgUKiAaZxADKbmW4xjGwSKTK1c3NOnS9WRCoalfO-hkIGEBYgfNWNIQfR79aQ49d-UR1Snzp3aYRaxuHN7cpkh0,17365
Tuscan-Broccoli-and-Cheese-Quesadilla-2649541,1.5,1.0,2.0,20,recipe/Tuscan-Broccoli-and-Cheese-Quesadilla-2649541,Tuscan Broccoli and Cheese Quesadilla,https://lh3.googleusercontent.com/DQY5UZhN6mlTgy6A9xNx0qDpYpLTlmdu80Zln3vv5K_yHfweyTrdQWFMPziMpWBEuYth3DCqDUz2vtDdQZdGWQ,4203
Apple-Cinnamon-Bread-9028438,0.0,60.0,2.0,390,recipe/Apple-Cinnamon-Bread-9028438,Apple Cinnamon Bread,https://lh3.googleusercontent.com/0ADy7YMmuTH6SkmDeBRItvJ_nVe40OaK5NiDvi-6o5P0jdI1XIajkF0_yKSNln8EzOsjNMHXqfUibRKxtda6,1880
Coldbuster-Immunity-Boosting-Smoothie-2391392,1.0,3.0,20.0,90,recipe/Coldbuster-Immunity-Boosting-Smoothie-2391392,Coldbuster Immunity Boosting Smoothie,https://lh3.googleusercontent.com/9xn5giDu5ZrXS4702SOlICQBThi6JgZtT_CZ0cXrZKK_5SkGYZUDUbzYzWjvYjLP5ePixcw9m1dD-Gdz3zXZEQ,1947
Baked-Macaroni-and-Cheese-2039575,6.0,1.0,20.0,140,recipe/Baked-Macaroni-and-Cheese-2039575,Baked Macaroni and Cheese,https://lh3.googleusercontent.com/NPaQ7ImwOxy_v1gbwizFO-SdaEmaMmG_pmXZaFXXSEVBhmzXyqiNAyCLBt8Lgjcys1Zy77Cz4HrCUeMUnbgFKw,45477
Chocolate-ginger-Martini-With-Cayenne-spiked-Rim-9124577,0.0,0.5,20.0,80,recipe/Chocolate-ginger-Martini-With-Cayenne-spiked-Rim-9124577,Chocolate-ginger Martini With Cayenne-spiked Rim,https://lh3.googleusercontent.com/8JqC7Wz-Sg5y0kfUu_u_plB8-TXcEHUtOJczAzEweKokIzJqReFhJPgamfmlIu65onit7FiDZdEIttDbiVliwQ,77
Keto-Cheese-Meatballs-9073366,4.5,3.0,20.0,110,recipe/Keto-Cheese-Meatballs-9073366,Keto Cheese Meatballs,https://lh3.googleusercontent.com/_NlOJIv7RkEqc64RLZp5Cfu-ExznigRO1X-NbbEDDBKGeHB9VuQ8yMZeQ_Y9tN1bkTsZGZlnSkJ6ZMu-FvfLPg,40010
