name,fat,protein,carb,calories,recipeLink,recipeName,recipeUrl,click_count
No-bake-Raspberry-Cheesecake-Pots-2348480,42.0,29.0,3.0,510,recipe/No-bake-Raspberry-Cheesecake-Pots-2348480,No-bake Raspberry Cheesecake Pots,https://lh3.googleusercontent.com/ZaqIZFmoFINFCjnX1aDKzM4bfrv_eYwAcQ2TWGgNgU6NYWf1s8czlrjWks8PNpk1cVFiIqhU2kD9MaxY9l0ObPg,1982
3-Ingredient-Buttery-Shortbread-Cookies-9107784,20.0,14.0,3.0,250,recipe/3-Ingredient-Buttery-Shortbread-Cookies-9107784,3-Ingredient Buttery Shortbread Cookies,https://lh3.googleusercontent.com/mkHQlQsDkJFT-G84I7sHygHlxGwOYcEvYbs1byFdr2TlodgkzkU6Hoqh3FpbZ5Hgqk5jhYNGC2gRmm_9bbjE,7889
4-Ingredient-BBQ-Baked-Salmon-9029438,38.0,61.0,3.0,600,recipe/4-Ingredient-BBQ-Baked-Salmon-9029438,4-Ingredient BBQ Baked Salmon,https://lh3.googleusercontent.com/jhS5ncPYOWTwSgY5kIS7XVGR2DFfN8OUoTA50P5dQ9pk-d0q54d4Um2hJXYsNSCyS2PWGpfOFhFU96cOJXq4ig,9199
Coq-Au-Vin_-the-Ultimate-One-Pot-Dinner-2124700,9.0,3.0,3.0,100,recipe/Coq-Au-Vin_-the-Ultimate-One-Pot-Dinner-2124700,"Coq Au Vin, the Ultimate One Pot Dinner",https://lh3.googleusercontent.com/8KdHv0q27GvioRtig4PULK3J2Awy0vmj_VrNK6JQCWVaegjPfIYFpydrn-vOLAU1rlJbQKRcqLeMyjpxgrazc7Y,6377
Low-Carb-Crack-Chicken-Casserole-2628208,48.0,29.0,3.0,560,recipe/Low-Carb-Crack-Chicken-Casserole-2628208,Low-Carb Crack Chicken Casserole,https://lh3.googleusercontent.com/9n-vmPrYQcSpUgaK0i8TA89_oK6vYo20EVhiMTt72627oafJNfEoW7n78JzwaFqSO1Rl6Piv3VurxavlnM7VPQ,55188
5-Ingredient-Peanut-Butter-Energy-Bites-2287254,24.0,25.0,3.0,330,recipe/5-Ingredient-Peanut-Butter-Energy-Bites-2287254,5 Ingredient Peanut Butter Energy Bites,https://lh3.googleusercontent.com/uDZSiO5SbrZBPm4QJLlxbwusuDdWActPwcPE9a1rlt1HdjQWKtjllPCGqokfrt4AN1XrAF5neLj10SNHSoFqSg,38564
Olive-Garden-Breadsticks-2587730,23.0,0.5,3.0,220,recipe/Olive-Garden-Breadsticks-2587730,Olive Garden Breadsticks,https://lh3.googleusercontent.com/kiWH06lX-SmeXlNxgRJX6auB02-3PNRmaN_QQA2kOVr_LFt5BP0pFowL2VZnX_qoo00kxPmFLc5F8R7kAzbrbg,844
Liquid-Marijuana-9099409,0.5,18.0,3.0,60,recipe/Liquid-Marijuana-9099409,Liquid Marijuana,https://lh3.googleusercontent.com/HLag2xjo6GIgqbYyfO0pA5d6O5Z_QebCn0GLrl2B3XdFwzXluf5W6EwvUUs24WcWW-4Sk-cRaYS9ed3ePZY1yg,349
5-Minute-Blender-Butter-1822387,7.0,2.0,3.0,80,recipe/5-Minute-Blender-Butter-1822387,5-Minute Blender Butter,https://lh3.googleusercontent.com/-VwcHZyySWTmTjvkIGHzOUYbaemi3ErFuLl2cV03jS_j0TWihfaFVqobMa8n-MBjVi21-DzxG3PV8i7fP8uH,1836
Portobello-Steaks-2322692,14.0,1.0,3.0,140,recipe/Portobello-Steaks-2322692,Portobello Steaks,https://lh3.googleusercontent.com/awUO_bxRvvsUScHBFgZyzWTaMo3ovwVgCbHcAGq_GwlE_3TORpKwgRIAqCq0sxLG61rm8_s9a7p4_QpCbHJW,23493
White-Hot-Chocolate-2602109,27.0,9.0,3.0,300,recipe/White-Hot-Chocolate-2602109,White Hot Chocolate,https://lh3.googleusercontent.com/6qFafaSGO6Is32oWCfu4Hu15JvYVVQjVsgoD5Abo94I8FDvZb_BlwLK5UjgHdtq3MEeg3YK7mpWPM4lnJUjdqQ,1289
Juicy-Oven-Baked-Cajun-Chicken-Breasts-9029444,11.0,52.0,3.0,320,recipe/Juicy-Oven-Baked-Cajun-Chicken-Breasts-9029444,Juicy Oven-Baked Cajun Chicken Breasts,https://lh3.googleusercontent.com/sqKY6hjEQeoZG89nxZEp-C1DpYrk2dZ5-z4fqG_YMxwWkZH3z01zO3HdiuseQ-o595KV4dqT3w9ifMQreOyY,17155
Greek-Salad-Dressing-2636207,60.0,43.0,3.0,730,recipe/Greek-Salad-Dressing-2636207,Greek Salad Dressing,https://lh3.googleusercontent.com/WP9YFQ8A5ytV2y65uvEQHCD1XjoNAjdsC61tK-ZzZYC61CtCCYDU-xNIaa8LFywDsOm0OGZQGDSWTCRu6NGP2A,2293
Melt-In-Your-Mouth-_MIYM_-Chicken-Breasts-2576662,19.0,50.0,3.0,380,recipe/Melt-In-Your-Mouth-_MIYM_-Chicken-Breasts-2576662,Melt In Your Mouth (MIYM) Chicken Breasts,https://lh3.googleusercontent.com/lrkA9oMH7bSZMAIhFREgZKw0G_fKvBu_-UmaoIM77diZ2ngZnFGaErTi00WAP5saAZquHjbYX0UtkzvQu9D4mw0,295231
Cheesy-Chicken-Spinach-Bake-2476102,24.0,22.0,3.0,320,recipe/Cheesy-Chicken-Spinach-Bake-2476102,Cheesy Chicken Spinach Bake,https://lh3.googleusercontent.com/QmDFULlfZp_LCdq7TILs5bd0BQN09tZdf9eSi30rpIp5uKGX4_BhPJnhaOgyhSMO-VVmNE4CITkwC_KEDLfoXuM,113643
Sweet-and-Spicy-Bacon-Chicken-2405648,11.0,5.0,3.0,130,recipe/Sweet-and-Spicy-Bacon-Chicken-2405648,Sweet and Spicy Bacon Chicken,https://lh3.googleusercontent.com/wswZhw10CkI8nOXyY79we_Y7V6TcAa0BeUtzVtG9FLrRqi4Rq3zkDhNS-Cm3yi0SfLHzKO0qsZTGW7vjY_wV,44212
Homemade-Pico-de-Gallo-2355058,13.0,9.0,3.0,170,recipe/Homemade-Pico-de-Gallo-2355058,Homemade Pico de Gallo,https://lh3.googleusercontent.com/EXvl_yT31OeWf2Xothts0c34Mr1KqpFKFQaVDe7aWqcSxhHJqlxae1xASvOwAniK5Lks6048_q8MfNn_wHCDVb0,16017
Authentic-Takoyaki-9026642,9.0,9.0,3.0,120,recipe/Authentic-Takoyaki-9026642,Authentic Takoyaki,https://lh3.googleusercontent.com/4FFxjwlCp1-3_gtlSNvtmIuOVr0uBmhu-03mc6EcwUqjWDl3hG4WwgWBBW50dZDWaJnI1xw6ngc_vYww9mlZ,91
Slow-Cooker-Cheesy-Bacon-Ranch-Potatoes-2258225,7.0,2.0,3.0,90,recipe/Slow-Cooker-Cheesy-Bacon-Ranch-Potatoes-2258225,Slow Cooker Cheesy Bacon Ranch Potatoes,https://lh3.googleusercontent.com/q4I-SwU7Bh616U9HenTT1HdcrjUEN3dnprV1y_xoVq-XmJYdKgU8E6aMf4Tkb8fGnApNXyxMZFEH_9lGsLQfTA,25525
Baked-Garlic-Butter-Shrimp-Scampi-9085176,20.0,4.0,3.0,200,recipe/Baked-Garlic-Butter-Shrimp-Scampi-9085176,Baked Garlic Butter Shrimp Scampi,https://lh3.googleusercontent.com/cNCxbanEk-JnGozxDML5E2ybGxGJd-CqhjQGm4YxaVMXGBfkygURiVWvdc8amB9Av5LPmuyzWNpQg8EUxGP6Sg,780
Easy-Parmesan-Chicken-Casserole-9073092,15.0,7.0,3.0,170,recipe/Easy-Parmesan-Chicken-Casserole-9073092,Easy Parmesan Chicken Casserole,https://lh3.googleusercontent.com/YolH7evLegswGFwiEdpuRmzRaaSn6zXN9YfBSpERjDFJ9boLb7cPBrthD-nJMpjvPVl_7BjtT0n86_MsUQfTvw,2309
Sweet-Asian-Sticky-Wings-9029537,19.0,6.0,3.0,210,recipe/Sweet-Asian-Sticky-Wings-9029537,Sweet Asian Sticky Wings,https://lh3.googleusercontent.com/aYHlXxxVfORIB0isZRRwsU0kRdSFanhMdj8zN1hEXKceT2U6sZ0KIKhHvdy3aDRHoiviwndm8khksks2Li9enw,3047
Mamas-Biscuits-1443617,53.0,53.0,30.0,820,recipe/Mamas-Biscuits-1443617,Mama’s Biscuits,https://lh3.googleusercontent.com/JAGjqrSPrb4U-wGc4S-vAK8pzSuG9qmYKVyy7T65wUUIHvCHYCfyj-Y811L8FoMTM-rMslknVXB4s22KFagyzg,3352
Parmesan-Garlic-Roasted-Baby-Potatoes-2207993,24.0,36.0,30.0,480,recipe/Parmesan-Garlic-Roasted-Baby-Potatoes-2207993,Parmesan Garlic Roasted Baby Potatoes,https://lh3.googleusercontent.com/o3N6LRcZj1w7fIZvBQYVuOenM8sS5RGbL1ZOuL32veLBrcBsZ1wOL972TT2hacQi9ps18zZErpHvlEH60zqg,54649
Cracked-Out-Tater-Tot-Casserole-2590756,28.0,10.0,30.0,410,recipe/Cracked-Out-Tater-Tot-Casserole-2590756,Cracked Out Tater Tot Casserole,https://lh3.googleusercontent.com/OMSOibBSWoDqsPtr8UbLCvIsXqYF93k-ClzdAgQqMZ7n08W2zOIdkRiiQ5aJe3W-9PA5LWWKq_L3y83QVyU1Bw,13026
Pan-Seared-Steak-with-Garlic-Butter-Sauce-2498716,58.0,23.0,30.0,720,recipe/Pan-Seared-Steak-with-Garlic-Butter-Sauce-2498716,Pan Seared Steak with Garlic Butter Sauce,https://lh3.googleusercontent.com/Jqxo1Xt20Wlkoj12wxwmTHmfMfQ-T6-mVH-KudwEEYXP4tE7gb9-sZmmh0wxBFtYfXqLvijDnQ3Bq7gZli1ztQ,8383
Cuban-Picadillo-2404476,12.0,4.0,30.0,230,recipe/Cuban-Picadillo-2404476,Cuban Picadillo,https://lh3.googleusercontent.com/9jiC5G3gGzbUqA8oxjBKM_zV06znL3_w8YLG2vFXAllkAD_Odm55dkYNMjr52DAMf-rAbNnmToSxN_Q2XTBR,8069
Strawberry-Colada-Smoothie-2229687,4.5,6.0,30.0,180,recipe/Strawberry-Colada-Smoothie-2229687,Strawberry Colada Smoothie,https://lh3.googleusercontent.com/BqBpCz3vI3Z_Tpo-DXQ98rW-aRK1qtyl2d2tClmpwfDLCNdAROhKQf53VmLOTe_S-4Wb8yUnyHYMRGbUujqygg,11161
Peanut-Butter-Balls-9121127,55.0,33.0,30.0,750,recipe/Peanut-Butter-Balls-9121127,Peanut Butter Balls,https://lh3.googleusercontent.com/j9or_LXftkYwtwakr1s8RvtMIOY-31EZo3f_T4rRFGpCNja8_CCtgn0hIQwaMHIghVtrGtyScR3lOPzcCBVR,2115
Easy-Keto-Ham-and-Cheese-Rolls-2625137,8.0,3.0,30.0,210,recipe/Easy-Keto-Ham-and-Cheese-Rolls-2625137,Easy Keto Ham and Cheese Rolls,https://lh3.googleusercontent.com/fz1bPMksC1gcwUPFYj7dYNk0lSSH4hAmq_4k3CJALUV3-XprOouyjA-f3PMJB7LGEHkJ8ukE6d62p2W1tc8_TQ,69801
Classic-Pancakes-2440189,24.0,10.0,30.0,360,recipe/Classic-Pancakes-2440189,Classic Pancakes,https://lh3.googleusercontent.com/B91uzZPwjFdYO5WZNp0e-Yx0rrsDECjGZDxo7snb5xSbilkmdvlJlY4R8YI3jl_y2nTkDQBQJVMsI2NOhGMH,23551
Homemade-Bread-Cups-for-Soup-2552875,9.0,4.0,30.0,210,recipe/Homemade-Bread-Cups-for-Soup-2552875,Homemade Bread Cups for Soup,https://lh3.googleusercontent.com/5EAoEwyZWhc2uN3vRDgJ0LHh8RRvwB8cT9wMByr_NTBlWKQfFt8fIxgm_GEbdXfOr833L1M5xwcqpCDRPvDp,755
Garlic-Bread-Italian-2168379,11.0,4.0,30.0,230,recipe/Garlic-Bread-Italian-2168379,Garlic Bread Italian,https://lh3.googleusercontent.com/UUbsKWAd9dU3XhwMIg2QAtdubjZCYo3NLAyVPsspiAkt2yN7GQNioi7l-kV_BrENR47InR6e2UCdhsajHTm6sQ,3524
Keto-Garlic-Rolls-9085180,23.0,24.0,30.0,420,recipe/Keto-Garlic-Rolls-9085180,Keto Garlic Rolls,https://lh3.googleusercontent.com/scVcoooKRSiqr0_V55NVK2rgw76ur6wI5B03xonK2yYuLxOy4sinAnyA61X-jV2i6AtNmC1Hts3eFA7RVoTOCME,5180
Southwest-Hummus-Wraps-2458429,8.0,2.0,30.0,190,recipe/Southwest-Hummus-Wraps-2458429,Southwest Hummus Wraps,https://lh3.googleusercontent.com/cIN7GWItMBAzGrTgijpWjECQ29DiIuqNzl7Lvj3RMvWcPLxE757uGpJzmKuC_rm2Aqx7CJ7kDULcV03QJgCiqA,140292
French-Toast-Waffle-Sticks-9047056,34.0,41.0,30.0,590,recipe/French-Toast-Waffle-Sticks-9047056,French Toast Waffle Sticks,https://lh3.googleusercontent.com/Xj4zomo3_qNtgPyHL28r-g7AaRIfo-tahjDHNnb8klBm908z8HnFxacvwEvkmhKfPa9zn02d8rns2gm2XmQM,913
One-Pan-Greek-Lemon-Chicken-and-Rice-2548359,28.0,10.0,30.0,410,recipe/One-Pan-Greek-Lemon-Chicken-and-Rice-2548359,One Pan Greek Lemon Chicken and Rice,https://lh3.googleusercontent.com/ND6zw7BqJaLHGtZTyfqq7Gg310X4AtDyz-ZaawnD6LGz5BtlkxfOM9j8nDK2Cj7_uD7QAq9QcuY6IEFbpRaYkg,5776
Baked-Tomato-Recipe-With-Parmesan-_-Herbs-2599049,12.0,3.0,31.0,240,recipe/Baked-Tomato-Recipe-With-Parmesan-_-Herbs-2599049,Baked Tomato Recipe With Parmesan & Herbs,https://lh3.googleusercontent.com/EL3US4uPj83vpMFZ-07WdBsUXq6DxbSR6c5ewMrsuqlxnsLL6D0188UM6Gly0laSrMHqqP429ZyqWvvrijMCRA,226
Homemade-Peanut-Butter-Dog-Treats-2541807,21.0,10.0,31.0,330,recipe/Homemade-Peanut-Butter-Dog-Treats-2541807,Homemade Peanut Butter Dog Treats,https://lh3.googleusercontent.com/yrbhIytHafONcljRRD65h-YNs1C2Xh8y_M4nxN_L42FBsedpKNMUU0ojcRrm1afpSa1TPl4NAdL5IzvkLg-DmI8,1791
Truly-Crispy-Smashed-Potatoes-with-Garlic-2134754,5.0,11.0,31.0,210,recipe/Truly-Crispy-Smashed-Potatoes-with-Garlic-2134754,Truly Crispy Smashed Potatoes with Garlic,https://lh3.googleusercontent.com/u--Wpwiuc0zNz9aR9_p3uvDp90o3XwEED8HWMggC9ugxVUSujfTNqvejHcrb_LLU6Bm4jQITNd3EO7XzfaaP5-I,7055
Apple-Pie-Smoothie-2202894,10.0,6.0,31.0,240,recipe/Apple-Pie-Smoothie-2202894,Apple Pie Smoothie,https://lh3.googleusercontent.com/7Cwto08CjSGYDiuwPCyAOuc8I5waPupnj3VJ6oWxA7w5Y5e_cZ3oK6NjteKGaG3ENQsM7_HcA1zBAQsRIHNy5A,8538
Croissants-2228150,14.0,10.0,31.0,290,recipe/Croissants-2228150,Croissants,https://lh3.googleusercontent.com/dH-Aa4e9AlZcx2JEaZUgjU96JMgXQBf5mE9pNDmeKxVUnQFw0wcZ4UArJc7COnJfH49o5Gr-iRMEcEeoMCT3Mg,9089
Best-homemade-Yorkshire-puddings-2677352,12.0,33.0,31.0,360,recipe/Best-homemade-Yorkshire-puddings-2677352,Best homemade Yorkshire puddings,https://lh3.googleusercontent.com/652IhQ3wUASTGD99-2ZpAnpnGVxiS1deWS4XpxInmTnOMP6hySywcA7LYQBiK7l_sqZR6GezKaR1fBFcWVWjxA,711
Smoked-Sausage-Alfredowith-Hillshire-Farm-Smoked-Sausage-9057797,21.0,9.0,31.0,350,recipe/Smoked-Sausage-Alfredowith-Hillshire-Farm-Smoked-Sausage-9057797,Smoked Sausage Alfredo with Hillshire Farm® Smoked Sausage,https://lh3.googleusercontent.com/FmozzX6tKbN4VM9f4cqYd4VLuRRClIJIl29Aq7TeZAJPK3CAru5RczyGRCKolwlgISztg__s9qUITvHlmwwobw,24671
Crispy-Herb-Roasted-Potatoes-9083689,17.0,4.0,31.0,290,recipe/Crispy-Herb-Roasted-Potatoes-9083689,Crispy Herb-Roasted Potatoes,https://lh3.googleusercontent.com/RG3uBTAfL1GQAQo59heiW5917XQq6YDDOQSvRw2Iko1Kb8_S3Z7hhAL1uH1grKLtTrefA3JlaKRhk1NjEsYOZBA,46502
Spicy-Sesame-Ginger-Bok-Choy-2510705,6.0,5.0,31.0,200,recipe/Spicy-Sesame-Ginger-Bok-Choy-2510705,Spicy Sesame Ginger Bok Choy,https://lh3.googleusercontent.com/PISdRctE0xp7Xf2KQfDcsZiSbQE6F2vb-oacCqRzlZkCxFwOsiwZqaJaa6wtUgr6uWYgctEC5oPtXERmerFR,5050
Classic-Chicken-Parmesan-2512203,40.0,3.0,31.0,490,recipe/Classic-Chicken-Parmesan-2512203,Classic Chicken Parmesan,https://lh3.googleusercontent.com/lA8nMzij1ChOG7wSgEqg9f8IA6jP2UG8cYvnOBGpf4RJll44F7rojn9oCSYJj7tIXjLqyBTxaaGub7rWbGy5GSs,17406
Easy-Sheet-Pan-Chicken-Fajitas-9029518,40.0,32.0,31.0,610,recipe/Easy-Sheet-Pan-Chicken-Fajitas-9029518,Easy Sheet Pan Chicken Fajitas,https://lh3.googleusercontent.com/H9oMa7HTKNyfv47nxU8D9kCqG0iF7d6TwBgRY9_sW_AEXXLSBHP40276tCnQBi6tXb54JPBMJDn6a6RpiDVYWE0,4609
Soft-Pretzels-Once-Upon-A-Chef-199961,23.0,11.0,31.0,370,recipe/Soft-Pretzels-Once-Upon-A-Chef-199961,Soft Pretzels,https://lh5.ggpht.com/Ux7HroXqnoUoZaeooK55fNTYB4h44_3gMFG3jNQX1MUGUxFhuEjiiVU5E79BdmQVfmIOIk2E-c9QSl0XOPScqg,25622
Easy-Egg-And-Cheese-Casserole-9029558,10.0,20.0,32.0,300,recipe/Easy-Egg-And-Cheese-Casserole-9029558,Easy Egg And Cheese Casserole,https://lh3.googleusercontent.com/8aFftmzC5HwwF5OsqXyyczvUqntGcKxWZBbAm-WOE_dhWYLT76nXiK68y7JyV0qIwlb_hQgrmBJgO3twYsIBwA,3711
Cheesy-Potatoes-With-Smoked-Sausage-2687902,3.5,6.0,32.0,190,recipe/Cheesy-Potatoes-With-Smoked-Sausage-2687902,Cheesy Potatoes With Smoked Sausage,https://lh3.googleusercontent.com/ugn2CqqLMk3BtVa-1Is7nNjbWv9UdJSoe_aFCV-1cTFXkSnKJw1i3_v2Ocyl8dEokACtJ9mtnoQsxnpn0O2r,694
Sweet-and-Sour-Sun-Set-Refresher-1309552,6.0,3.0,32.0,190,recipe/Sweet-and-Sour-Sun-Set-Refresher-1309552,Sweet and Sour Sun Set Refresher,https://lh3.googleusercontent.com/TAya5XjWt1IzgRjaZEXADH9ekSUMjXkBO6vX1UxJ3t1bucMMUoF5EzGXRhbWnMxsMtO-_x8ge6CXwpTh0P0p,387
Easy-And-Delicious-Double-Chocolate-Muffins-9029442,14.0,4.0,32.0,250,recipe/Easy-And-Delicious-Double-Chocolate-Muffins-9029442,Easy And Delicious Double Chocolate Muffins,https://lh3.googleusercontent.com/RfnY6RuUmdaq-LGEthjBGsU0r5PyI_rKKZhbAx938o2uwVNHKfrwpGgZG5UMqsG4GJf2M30xSr6iYUcLeUBy,8228
Fried-Eggs-with-Spinach-2627157,42.0,13.0,32.0,550,recipe/Fried-Eggs-with-Spinach-2627157,Fried Eggs with Spinach,https://lh3.googleusercontent.com/8nyf347e3pnKx6rUAiQ3yeV5jvQ2lxaTArwBNXq5C3j4WtzaAx9LO5NBy_tOWVCGzRKleCl_6HRQ2EuvqwEGaA,9851
Turkey-Cranberry-Almond-Wrap-2269640,7.0,8.0,33.0,180,recipe/Turkey-Cranberry-Almond-Wrap-2269640,Turkey Cranberry Almond Wrap,https://lh3.googleusercontent.com/Bl2o77JS5zJd5xx7w6A8MYBVdCjIXXyAuJ3bswZExBotlXSE6xBINedpXKkyJshCiY47oDR3sqhSdmOKzhVN4ts,5105
Keto-Jalapeno-Poppers-9072421,19.0,4.0,33.0,310,recipe/Keto-Jalapeno-Poppers-9072421,Keto Jalapeño Poppers,https://lh3.googleusercontent.com/Y8FZf6gTp-63r06VFWo1N37vqnW57PV8i9PHkxCnEXFx2MlJZh4GrPAiDeTNQn0vSgriuOFCi112Qt87Z7mjcN0,6097
Twice-Baked-Potato-Casserole-2097769,67.0,28.0,33.0,840,recipe/Twice-Baked-Potato-Casserole-2097769,Twice Baked Potato Casserole,https://lh3.googleusercontent.com/mj9eA8bmA41UUPw2fVvFZKJ60hzTqEmDEf8Ok9U72w0mhtNsBqtyT2Jg2iBy3pq-WaKwHDWeY9ygknEbRea8UEI,33596
Curry-Coconut-Oil-Roasted-Cauliflower-2684152,9.0,6.0,33.0,240,recipe/Curry-Coconut-Oil-Roasted-Cauliflower-2684152,Curry Coconut Oil Roasted Cauliflower,https://lh3.googleusercontent.com/_as6zaKlOYmOAqStQwgO4qU2T8dlqg27h8jqp8g8adkhFX-QNBq6iL7eerGnPRT-Bl5lvrSI01p-NNLA4bKhiA,15301
Old-Fashioned-Sun-Tea-2119179,11.0,11.0,33.0,280,recipe/Old-Fashioned-Sun-Tea-2119179,Old Fashioned Sun Tea,https://lh3.googleusercontent.com/nsd6-RAMLtRCM5iDx859u9rYW9ehjxarF851KS8vMTRyfC0lGOh3ycFJoEZCv6pk234bt889ppBC7xvD8dIdEg,1992
Homemade-Garlic-Knots-2581026,12.0,9.0,33.0,280,recipe/Homemade-Garlic-Knots-2581026,Homemade Garlic Knots,https://lh3.googleusercontent.com/1qblkuLKNktKuhDr-SZ7s2Bh01IDzThMBQPFOhkOqDng4YkuiFB8rzUBl9nvhtlUdclmUNIfabuIu-ZxcH-ZHg,1050
Easy-4-Ingredient-Instant-Pot-Mac-and-Cheese-2623416,3.5,5.0,33.0,190,recipe/Easy-4-Ingredient-Instant-Pot-Mac-and-Cheese-2623416,Easy 4 Ingredient Instant Pot Mac and Cheese,https://lh3.googleusercontent.com/hREHHDtwGhcGm10XsMqrz0hVb7vMrK1JNbqIwAmsVpZD77b-ticNZxhb62bsFPvldm1zcfDhBY2Kr7sbBNXnyQ,5617
Perfect-French-Toast-2056463,12.0,10.0,33.0,280,recipe/Perfect-French-Toast-2056463,Perfect French Toast,https://lh3.googleusercontent.com/YQ82aX_GQ6wKRHKhTXnw8aVi-oxhT8kUumsWt97nLVUWwzB1NtrayBUjmX04TyGEpzenciyrsH9LvZqNXoPXVc8,9942
Old-Fashioned-Home-Made-Chicken-_-Dumplings-9074317,13.0,7.0,33.0,280,recipe/Old-Fashioned-Home-Made-Chicken-_-Dumplings-9074317,Old Fashioned Home Made Chicken & Dumplings,https://lh3.googleusercontent.com/PKmzzLCi2Dt-8AWI55gvW84iMIBW8oigqCkJLGVHqPv4x8SzkufPnQpnfJbTsDtfx7rbu7DwTw5dKM9mhx0C11A,132
Garlic-Herb-Roasted-Potatoes-Carrots-and-Green-Beans-2209757,8.0,5.0,33.0,210,recipe/Garlic-Herb-Roasted-Potatoes-Carrots-and-Green-Beans-2209757,Garlic Herb Roasted Potatoes Carrots and Green Beans,https://lh3.googleusercontent.com/BfBXSSYc0p_dmOMc3vySX9_8zSa6V7kyxd3cZWnNoVJVXyiZsEsxPU618bH4sK6mxE78shDzwDOXuQ948dKyKxI,174890
Easy-Oven-Roasted-Vegetables-9029548,22.0,24.0,34.0,430,recipe/Easy-Oven-Roasted-Vegetables-9029548,Easy Oven-Roasted Vegetables,https://lh3.googleusercontent.com/W0qV3eKt972gaVbZdcJvp9ZClPRoo1J5CmzpU-qR4P5m9EfXKR80tLLBPB9L4IvG2KT2haC2xWBzRpUXQNSr,9871
Copycat-Crunchwrap-Supreme-2361243,22.0,24.0,34.0,430,recipe/Copycat-Crunchwrap-Supreme-2361243,Copycat Crunchwrap Supreme,https://lh3.googleusercontent.com/of7ZAyaNQ4p58i547JVqzP-a9XDRGKCdjnadLs84Lu6ZRPv1ftX3JJ124bKgWqKNHdvqNBhGvZyyDzcsKwygMxw,15712
Philly-Cheesesteak-9065980,7.0,50.0,34.0,390,recipe/Philly-Cheesesteak-9065980,Philly Cheesesteak,https://lh3.googleusercontent.com/D4RPV7kLjZq_k4DcNQGSVD4peM36gYTigLitGpsP1-4pZ1kAzjRcgSgFmYRPhM5YyWYQsNcPimB5Bhhh0-UQ1g,1121
Best-Ever-Chocolate-Chip-Muffins-9029439,14.0,4.0,34.0,270,recipe/Best-Ever-Chocolate-Chip-Muffins-9029439,Best Ever Chocolate Chip Muffins,https://lh3.googleusercontent.com/SWSK-8Fl9nbuRRmPL_3f5schg5uHvq20MWiIWWkatpT4GtXJ2Ke4EHHeS4P7tFUFHha7VPVk8FNsmbs6sSabNA,4852
Chocolate-Peanut-Butter-Balls-9087240,12.0,3.0,35.0,250,recipe/Chocolate-Peanut-Butter-Balls-9087240,Chocolate Peanut Butter Balls,https://lh3.googleusercontent.com/1mK280uKU7kI1F3cEPR_3EUHA7FgbdpP91Z0tcG2efxf3XOHxftOsPVCJnf4URlEhSx0vkdtmFqpJkx5tNTD,439
Hungarian-Goulash-2514110,25.0,26.0,35.0,470,recipe/Hungarian-Goulash-2514110,Hungarian Goulash,https://lh3.googleusercontent.com/fkvUyup9C-wPaNWzIfcHRUFYO1Vji4dabjAPYaeDjpHpwtOnjEuNd5Q8NH4jy35U84rk5w0Ue81CEvn_LxfC,4361
Thai-Crunch-Salad-with-Peanut-Dressing-2247737,20.0,10.0,35.0,340,recipe/Thai-Crunch-Salad-with-Peanut-Dressing-2247737,Thai Crunch Salad with Peanut Dressing,https://lh3.googleusercontent.com/uJiGZ_zEmFeQokKjAbcgGytI7f36q_Qb8qytHBk7E0Wxep1iHaQ29nTmBF48nSalo0B4yBilB-eCNk9TVvOTpw,9789
Coffee-Cake-Donuts-With-Vanilla-Glaze-2604889,9.0,6.0,35.0,250,recipe/Coffee-Cake-Donuts-With-Vanilla-Glaze-2604889,Coffee Cake Donuts With Vanilla Glaze,https://lh3.googleusercontent.com/uw--3taySaSosC0JKVNJvHxHyvxtJSR_ywrXzjLGrn5CvQi3cba0EwzKgf_JPh60gU44N8QC3ibdMW7_dt3unA,8407
Gallo-Pinto-_Costa-Rican-Beans-and-Rice_-2285413,14.0,10.0,35.0,300,recipe/Gallo-Pinto-_Costa-Rican-Beans-and-Rice_-2285413,Gallo Pinto (Costa Rican Beans and Rice),https://lh3.googleusercontent.com/cNrR7VWkntqE4EukYoVzOntGnZxv6_ifqY8KfBQvF8S_UFfqbMNToAcSX2DYyYf38cBGBYmTRyn8XpjRvw9UnTw,37239
Cinnamon-Roll-Overnight-Oats-2648897,3.0,5.0,36.0,190,recipe/Cinnamon-Roll-Overnight-Oats-2648897,Cinnamon Roll Overnight Oats,https://lh3.googleusercontent.com/KdBwulp0qKF8slCmvPsIcx8ikmgb3DoL8TcX_9yYhbjyoWFykGJ7mH9Xfy7403MBYosS8-DYexGU14tuX8IwTg,6589
Chicken-Pot-Pie-Puffs-9057132,5.0,2.0,36.0,190,recipe/Chicken-Pot-Pie-Puffs-9057132,Chicken Pot Pie Puffs,https://lh3.googleusercontent.com/HkoYD1sXeQ0VXLc5e9GfmuqGURLUJSTp_JpebfvVmb2LdloduhGMhu2MRfxWXP6SF6mRGxTOSPqhyM3NNCRN1eg,1603
Greek-Lentil-Power-Bowl-2715270,28.0,18.0,36.0,460,recipe/Greek-Lentil-Power-Bowl-2715270,Greek Lentil Power Bowl,https://lh3.googleusercontent.com/ba8qAPmQJzdAYrzJaJ-XqEJUTZUK-LndQOTK3P68o2EJET7eQcxR-XBk7NsJmz_2nTdkmAFCwHPS3U1aMw2oBA,4103
